region,sexo,edad,s7,s8,ytrabaj,ytrabhaj,o10,o27,e6a,folio,ecivil,pco2,nv
11,1,40,0.0,0.0,4102000.0,5860400,44.0,2.0,3,111011001021.0,1,1,29
11,2,43,2.0,27.0,1758400.0,5860400,44.0,2.0,4,111011001021.0,1,2,32
11,1,14,0.0,0.0,0.0,5860400,0.0,0.0,1,111011001021.0,7,3,99
11,2,11,0.0,0.0,0.0,5860400,0.0,0.0,1,111011001021.0,7,3,99
11,1,52,0.0,0.0,2198000.0,3742096,45.0,2.0,3,111011001041.0,1,1,34
11,2,51,3.0,23.0,662148.0,3742096,30.0,2.0,3,111011001041.0,1,2,33
11,1,28,0.0,0.0,881948.0,3742096,45.0,2.0,3,111011001041.0,7,3,99
11,2,22,0.0,0.0,0.0,3742096,0.0,0.0,3,111011001041.0,7,3,99
11,2,18,0.0,0.0,0.0,3742096,0.0,0.0,3,111011001041.0,7,3,99
11,2,78,2.0,25.0,307650.0,384580,45.0,2.0,2,111011001051.0,1,1,32
11,1,78,0.0,0.0,0.0,384580,0.0,0.0,2,111011001051.0,1,2,32
11,2,46,0.0,0.0,76930.0,384580,45.0,2.0,2,111011001051.0,7,3,99
11,1,54,0.0,0.0,1483650.0,1483650,0.0,2.0,1,111011001071.0,1,1,47
11,2,45,3.0,19.0,0.0,1483650,0.0,0.0,2,111011001071.0,1,2,38
11,1,25,0.0,0.0,0.0,1483650,0.0,0.0,3,111011001071.0,7,3,99
11,2,16,0.0,0.0,0.0,1483650,0.0,0.0,2,111011001071.0,7,3,99
11,2,7,0.0,0.0,0.0,1483650,0.0,0.0,1,111011001071.0,7,3,99
11,1,53,0.0,0.0,2198000.0,3187100,45.0,2.0,3,111011001081.0,1,1,47
11,2,39,2.0,30.0,989100.0,3187100,45.0,2.0,3,111011001081.0,1,2,33
11,2,9,0.0,0.0,0.0,3187100,0.0,0.0,1,111011001081.0,7,3,99
11,2,6,0.0,0.0,0.0,3187100,0.0,0.0,1,111011001081.0,7,3,99
11,2,80,1.0,38.0,0.0,0,0.0,0.0,2,111011001091.0,1,1,99
11,1,81,0.0,0.0,0.0,0,0.0,0.0,2,111011001091.0,1,2,99
11,1,63,0.0,0.0,3351950.0,6648950,40.0,2.0,3,111011001101.0,1,1,39
11,2,62,5.0,25.0,3297000.0,6648950,40.0,2.0,4,111011001101.0,1,2,38
