region,sexo,edad,s5,s6,yoprcor,yoprcorh,o10,o27,e6a,e6b
15,1,72,0.0,0.0,0.0,0,0.0,0.0,1,3.0
15,2,45,2.0,17.0,180000.0,620000,30.0,2.0,2,4.0
15,1,28,0.0,0.0,230000.0,620000,49.0,2.0,2,4.0
15,1,25,0.0,0.0,210000.0,620000,49.0,2.0,2,4.0
15,1,66,0.0,0.0,190000.0,190000,10.0,2.0,2,1.0
15,2,45,0.0,0.0,0.0,190000,0.0,0.0,2,1.0
15,1,26,0.0,0.0,200000.0,350000,45.0,2.0,2,4.0
15,2,20,0.0,0.0,150000.0,350000,45.0,2.0,2,4.0
15,1,59,0.0,0.0,200000.0,200000,45.0,2.0,2,6.0
15,1,53,0.0,0.0,0.0,0,0.0,0.0,2,4.0
15,1,44,0.0,0.0,700000.0,1200000,80.0,2.0,3,4.0
15,2,43,2.0,31.0,500000.0,1200000,30.0,2.0,3,4.0
15,2,12,0.0,0.0,0.0,1200000,0.0,0.0,1,7.0
15,1,10,0.0,0.0,0.0,1200000,0.0,0.0,1,5.0
15,2,72,4.0,21.0,0.0,1200000,0.0,0.0,1,6.0
15,1,73,0.0,0.0,0.0,1200000,0.0,0.0,1,6.0
15,1,38,0.0,0.0,200000.0,200000,40.0,2.0,2,1.0
15,2,37,3.0,22.0,0.0,200000,0.0,0.0,2,1.0
15,2,57,6.0,16.0,94615.0,1158056,30.0,2.0,1,8.0
15,1,40,0.0,0.0,363441.0,1158056,50.0,2.0,3,2.0
15,2,30,0.0,0.0,350000.0,1158056,56.0,2.0,3,2.0
15,2,24,1.0,20.0,350000.0,1158056,45.0,1.0,2,4.0
15,1,22,0.0,0.0,0.0,1158056,0.0,0.0,3,1.0
15,1,19,0.0,0.0,0.0,1158056,0.0,0.0,2,4.0
15,1,4,0.0,0.0,0.0,1158056,0.0,0.0,1,0.0
15,1,84,0.0,0.0,0.0,0,0.0,0.0,2,1.0
15,2,94,3.0,99.0,0.0,0,0.0,0.0,1,4.0
15,1,27,0.0,0.0,150000.0,150000,6.0,2.0,2,2.0
15,2,26,1.0,16.0,0.0,150000,0.0,0.0,2,2.0
15,2,10,0.0,0.0,0.0,150000,0.0,0.0,1,3.0
15,2,56,1.0,32.0,90000.0,90000,30.0,2.0,2,1.0
15,2,21,0.0,0.0,0.0,90000,0.0,0.0,3,4.0
15,1,34,0.0,0.0,80000.0,80000,50.0,2.0,2,2.0
15,2,34,2.0,24.0,0.0,80000,0.0,0.0,1,4.0
15,1,11,0.0,0.0,0.0,80000,0.0,0.0,1,5.0
15,1,2,0.0,0.0,0.0,80000,0.0,0.0,1,0.0
15,1,71,0.0,0.0,165000.0,165000,10.0,2.0,2,3.0
15,1,26,0.0,0.0,0.0,350000,0.0,0.0,3,3.0
15,2,24,1.0,19.0,350000.0,350000,0.0,2.0,3,3.0
15,1,84,0.0,0.0,0.0,400000,0.0,0.0,2,6.0
15,2,83,0.0,0.0,400000.0,400000,45.0,2.0,2,6.0
15,2,82,3.0,17.0,0.0,380000,0.0,0.0,2,5.0
15,1,22,0.0,0.0,0.0,380000,0.0,0.0,3,3.0
15,1,47,0.0,0.0,380000.0,380000,45.0,2.0,3,3.0
15,1,38,0.0,0.0,600000.0,600000,45.0,1.0,3,3.0
15,2,39,5.0,18.0,0.0,600000,0.0,0.0,2,4.0
15,1,17,0.0,0.0,0.0,600000,0.0,0.0,2,2.0
15,1,11,0.0,0.0,0.0,600000,0.0,0.0,1,5.0
15,2,5,0.0,0.0,0.0,600000,0.0,0.0,1,0.0
15,2,74,2.0,28.0,0.0,470000,0.0,0.0,2,6.0
15,2,44,2.0,25.0,150000.0,470000,22.0,2.0,2,4.0
15,1,19,0.0,0.0,320000.0,470000,84.0,2.0,2,4.0
15,1,13,0.0,0.0,0.0,470000,0.0,0.0,1,8.0
15,1,77,0.0,0.0,130000.0,480000,50.0,2.0,1,3.0
15,2,54,1.0,22.0,0.0,480000,0.0,0.0,2,4.0
15,1,30,0.0,0.0,350000.0,480000,40.0,2.0,3,5.0
15,1,54,0.0,0.0,800000.0,800000,50.0,2.0,3,5.0
15,2,54,7.0,21.0,0.0,800000,0.0,0.0,2,4.0
15,1,45,0.0,0.0,900000.0,2200000,40.0,2.0,2,4.0
15,2,47,2.0,23.0,0.0,2200000,0.0,0.0,2,3.0
15,2,24,0.0,0.0,1300000.0,2200000,40.0,2.0,3,6.0
15,1,17,0.0,0.0,0.0,2200000,0.0,0.0,2,4.0
15,1,30,0.0,0.0,280000.0,280000,48.0,2.0,2,4.0
15,2,29,1.0,28.0,0.0,280000,0.0,0.0,2,4.0
15,1,0,0.0,0.0,0.0,280000,0.0,0.0,1,0.0
15,1,77,0.0,0.0,0.0,0,0.0,0.0,2,6.0
15,2,62,2.0,19.0,0.0,0,0.0,0.0,2,6.0
15,2,24,0.0,0.0,0.0,0,0.0,0.0,3,5.0
15,1,50,0.0,0.0,590000.0,590000,45.0,2.0,2,4.0
15,2,49,5.0,24.0,0.0,590000,0.0,0.0,2,4.0
15,1,15,0.0,0.0,0.0,590000,0.0,0.0,2,2.0
15,1,11,0.0,0.0,0.0,590000,0.0,0.0,1,6.0
15,2,7,0.0,0.0,0.0,590000,0.0,0.0,1,2.0
15,1,52,0.0,0.0,250000.0,550000,56.0,2.0,2,4.0
15,2,49,2.0,23.0,300000.0,550000,45.0,2.0,2,5.0
15,1,16,0.0,0.0,0.0,550000,0.0,0.0,2,3.0
15,2,76,3.0,20.0,0.0,0,0.0,0.0,2,4.0
15,1,63,0.0,0.0,200000.0,400000,48.0,2.0,2,4.0
15,2,59,3.0,22.0,0.0,400000,0.0,0.0,2,4.0
15,2,31,1.0,19.0,200000.0,400000,48.0,2.0,3,3.0
15,2,22,0.0,0.0,0.0,400000,0.0,0.0,3,1.0
15,1,13,0.0,0.0,0.0,400000,0.0,0.0,1,8.0
15,2,44,3.0,15.0,210000.0,420000,48.0,2.0,2,4.0
15,1,48,0.0,0.0,210000.0,420000,48.0,2.0,2,4.0
15,2,49,3.0,23.0,250000.0,250000,45.0,2.0,3,4.0
15,2,25,0.0,0.0,0.0,250000,0.0,0.0,3,5.0
15,1,22,0.0,0.0,0.0,250000,0.0,0.0,3,2.0
