region,sexo,edad,s7,s8,ytrabaj,ytrabhaj,o10,o27,e6a,e6b
15,1,76,0.0,0.0,0.0,0,0.0,0.0,2,2
15,2,75,2.0,21.0,0.0,0,0.0,0.0,2,2
15,2,83,4.0,26.0,0.0,0,0.0,0.0,2,1
15,1,34,0.0,0.0,1099000.0,1274840,84.0,2.0,3,1
15,2,31,1.0,31.0,175840.0,1274840,45.0,2.0,3,1
15,1,0,0.0,0.0,0.0,1274840,0.0,0.0,1,7
15,2,67,2.0,44.0,307650.0,582400,10.0,2.0,1,2
15,1,65,0.0,0.0,274750.0,582400,48.0,2.0,2,1
15,1,64,0.0,0.0,0.0,582400,10.0,2.0,1,7
15,1,53,0.0,0.0,824250.0,830111,84.0,2.0,2,1
15,2,46,2.0,20.0,5861.0,830111,25.0,2.0,2,1
15,2,17,0.0,0.0,0.0,830111,0.0,0.0,2,2
15,2,75,3.0,20.0,0.0,0,0.0,0.0,3,1
15,1,55,0.0,0.0,2461200.0,4085246,45.0,2.0,2,1
15,2,58,3.0,33.0,200018.0,4085246,45.0,2.0,3,2
15,1,25,0.0,0.0,410200.0,4085246,25.0,2.0,3,2
15,2,23,0.0,0.0,1013828.0,4085246,45.0,2.0,3,1
15,1,21,0.0,0.0,0.0,4085246,0.0,0.0,3,2
15,2,69,0.0,0.0,21980.0,21980,0.0,0.0,2,1
15,2,52,2.0,20.0,158256.0,445370,48.0,2.0,2,1
15,1,48,0.0,0.0,65940.0,445370,50.0,2.0,2,1
15,2,29,2.0,16.0,221174.0,445370,42.0,2.0,2,1
15,1,13,0.0,0.0,0.0,445370,0.0,0.0,1,2
15,2,10,0.0,0.0,0.0,445370,0.0,0.0,1,2
15,1,0,0.0,0.0,0.0,445370,0.0,0.0,1,7
15,2,58,5.0,18.0,478566.0,581116,46.0,2.0,2,1
15,1,30,0.0,0.0,102550.0,581116,30.0,2.0,3,1
15,1,46,0.0,0.0,124371.0,196156,40.0,2.0,3,1
15,2,71,10.0,16.0,0.0,196156,0.0,0.0,1,1
15,1,22,0.0,0.0,71785.0,196156,56.0,2.0,2,1
15,2,60,2.0,29.0,496748.0,1417619,40.0,2.0,2,2
15,2,30,2.0,27.0,608571.0,1417619,45.0,2.0,3,1
15,2,3,0.0,0.0,0.0,1417619,0.0,0.0,1,7
15,2,0,0.0,0.0,0.0,1417619,0.0,0.0,1,7
15,1,30,0.0,0.0,312300.0,1417619,48.0,2.0,3,1
15,1,48,0.0,0.0,3076500.0,3076500,50.0,2.0,3,2
15,2,45,2.0,26.0,0.0,3076500,0.0,0.0,2,1
15,2,20,0.0,0.0,0.0,3076500,0.0,0.0,3,2
15,2,20,0.0,0.0,0.0,3076500,0.0,0.0,3,2
15,2,67,3.0,19.0,123060.0,397810,20.0,2.0,2,1
15,1,75,0.0,0.0,0.0,397810,0.0,0.0,2,1
