region,sexo,edad,s7,s8,ytrabaj,ytrabhaj,o10,o27,e6a,e6b
10,2,53,3.0,18.0,297829.0,829927,48.0,2.0,1,2
10,1,54,0.0,0.0,308635.0,829927,45.0,2.0,1,2
10,1,23,0.0,0.0,223463.0,829927,45.0,2.0,2,1
10,1,62,0.0,0.0,0.0,298928,0.0,0.0,1,1
10,2,49,1.0,26.0,298928.0,298928,45.0,2.0,3,2
10,2,30,2.0,22.0,276582.0,276582,45.0,2.0,2,1
10,2,8,0.0,0.0,0.0,276582,0.0,0.0,1,2
10,1,4,0.0,0.0,0.0,276582,0.0,0.0,1,7
10,2,49,0.0,0.0,922950.0,922950,60.0,2.0,3,1
10,2,73,4.0,23.0,0.0,922950,0.0,0.0,3,1
10,1,49,0.0,0.0,309918.0,309918,45.0,2.0,2,1
10,2,31,1.0,29.0,258265.0,463365,45.0,2.0,2,1
10,1,37,0.0,0.0,205100.0,463365,45.0,2.0,2,1
10,1,1,0.0,0.0,0.0,463365,0.0,0.0,1,7
10,2,33,3.0,20.0,0.0,885428,0.0,0.0,2,1
10,1,36,0.0,0.0,885428.0,885428,45.0,2.0,3,1
10,2,12,0.0,0.0,0.0,885428,0.0,0.0,1,2
10,1,9,0.0,0.0,0.0,885428,0.0,0.0,1,2
10,2,4,0.0,0.0,0.0,885428,0.0,0.0,1,7
10,1,46,0.0,0.0,935524.0,1155324,72.0,2.0,2,1
10,2,42,3.0,16.0,219800.0,1155324,0.0,0.0,2,2
10,2,24,0.0,0.0,0.0,1155324,0.0,0.0,3,2
10,2,20,0.0,0.0,0.0,1155324,0.0,0.0,3,2
10,2,8,0.0,0.0,0.0,1155324,0.0,0.0,1,2
10,1,52,0.0,0.0,779380.0,779380,45.0,2.0,1,2
10,1,46,0.0,0.0,369180.0,643930,24.0,2.0,2,1
10,2,35,2.0,33.0,274750.0,643930,45.0,2.0,2,1
10,1,2,0.0,0.0,0.0,643930,0.0,0.0,1,7
10,1,0,0.0,0.0,0.0,643930,0.0,0.0,1,7
10,2,59,0.0,0.0,1007417.0,1007417,30.0,2.0,3,1
10,2,37,5.0,16.0,170910.0,339678,30.0,2.0,1,2
10,1,21,0.0,0.0,168768.0,339678,48.0,2.0,2,2
10,2,18,1.0,15.0,0.0,339678,0.0,0.0,2,2
10,2,19,1.0,15.0,0.0,339678,0.0,0.0,1,2
10,2,3,0.0,0.0,0.0,339678,0.0,0.0,1,7
10,2,2,0.0,0.0,0.0,339678,0.0,0.0,1,7
10,2,34,0.0,0.0,754647.0,754647,13.0,2.0,3,1
10,2,64,3.0,17.0,0.0,0,0.0,0.0,1,2
10,1,56,0.0,0.0,0.0,0,0.0,0.0,1,7
10,2,97,11.0,25.0,0.0,0,0.0,0.0,1,2
10,2,30,2.0,18.0,250847.0,501969,48.0,2.0,1,2
10,1,29,0.0,0.0,251122.0,501969,48.0,2.0,2,1
10,2,8,0.0,0.0,0.0,501969,0.0,0.0,1,2
10,1,43,0.0,0.0,318086.0,537886,48.0,2.0,2,2
10,2,20,1.0,19.0,0.0,537886,0.0,0.0,1,2
10,1,18,0.0,0.0,0.0,537886,0.0,0.0,2,2
10,2,12,0.0,0.0,0.0,537886,0.0,0.0,1,2
10,1,8,0.0,0.0,0.0,537886,0.0,0.0,1,2
10,1,29,0.0,0.0,219800.0,537886,45.0,2.0,2,1
10,1,0,0.0,0.0,0.0,537886,0.0,0.0,1,7
10,2,69,5.0,29.0,0.0,0,0.0,0.0,1,2
10,1,11,0.0,0.0,0.0,0,0.0,0.0,1,2
10,1,55,0.0,0.0,465610.0,909240,45.0,2.0,2,1
