region,sexo,edad,s4,s5,yoprcor,yoprcorh,o10,o26,e6a,folio,ecivil,pco2,nv
12.0,1.0,62.0,2.0,23.0,1000000.0,1000000.0,45.0,2.0,1.0,1210110010101.0,1.0,1.0,99
12.0,2.0,61.0,2.0,20.0,0.0,0.0,0.0,0.0,1.0,1210110010101.0,1.0,2.0,99
12.0,1.0,64.0,2.0,36.0,400000.0,400000.0,40.0,2.0,2.0,1210110010201.0,1.0,1.0,36
12.0,2.0,28.0,0.0,0.0,500000.0,500000.0,44.0,2.0,3.0,1210110010201.0,8.0,4.0,99
12.0,2.0,55.0,2.0,27.0,0.0,0.0,0.0,0.0,3.0,1210110010201.0,1.0,2.0,27
12.0,1.0,49.0,0.0,0.0,1100000.0,1100000.0,48.0,2.0,3.0,1210110010301.0,1.0,1.0,99
12.0,2.0,53.0,0.0,0.0,700000.0,700000.0,20.0,2.0,3.0,1210110010301.0,1.0,2.0,99
12.0,1.0,62.0,2.0,32.0,150000.0,150000.0,30.0,2.0,3.0,1210110010501.0,1.0,1.0,99
12.0,2.0,57.0,2.0,27.0,100000.0,100000.0,30.0,2.0,3.0,1210110010501.0,1.0,2.0,99
12.0,2.0,57.0,4.0,17.0,300000.0,300000.0,8.0,2.0,99.0,1210110010601.0,2.0,1.0,99
12.0,1.0,60.0,3.0,19.0,500000.0,500000.0,48.0,2.0,1.0,1210110010601.0,2.0,2.0,99
12.0,1.0,68.0,1.0,21.0,0.0,0.0,0.0,0.0,2.0,1210110010701.0,1.0,1.0,99
12.0,2.0,73.0,2.0,99.0,0.0,0.0,0.0,0.0,1.0,1210110010701.0,1.0,2.0,99
12.0,2.0,36.0,2.0,20.0,280000.0,280000.0,44.0,2.0,2.0,1210110010801.0,6.0,1.0,30
12.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1210110010801.0,8.0,5.0,99
12.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1210110010801.0,8.0,5.0,99
12.0,1.0,28.0,0.0,0.0,1700000.0,1700000.0,48.0,2.0,2.0,1210110010901.0,8.0,1.0,99
12.0,1.0,30.0,0.0,0.0,1000000.0,1000000.0,24.0,2.0,3.0,1210110011001.0,2.0,1.0,99
12.0,2.0,28.0,0.0,0.0,1000000.0,1000000.0,40.0,2.0,3.0,1210110011001.0,2.0,2.0,99
12.0,1.0,63.0,4.0,21.0,520000.0,520000.0,45.0,2.0,3.0,1210110020101.0,1.0,1.0,99
12.0,2.0,67.0,4.0,24.0,0.0,0.0,0.0,0.0,2.0,1210110020101.0,1.0,2.0,99
12.0,1.0,61.0,4.0,24.0,1500000.0,1500000.0,42.0,2.0,2.0,1210110020201.0,1.0,1.0,58
12.0,2.0,34.0,1.0,29.0,800000.0,800000.0,40.0,2.0,3.0,1210110020201.0,8.0,1.0,31
12.0,2.0,55.0,4.0,19.0,0.0,0.0,0.0,0.0,3.0,1210110020201.0,1.0,2.0,99
12.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1210110020201.0,8.0,5.0,99
12.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1210110020301.0,7.0,1.0,30
12.0,2.0,41.0,1.0,28.0,300000.0,300000.0,45.0,2.0,2.0,1210110020301.0,1.0,1.0,8
12.0,1.0,51.0,3.0,22.0,300000.0,300000.0,45.0,2.0,3.0,1210110020301.0,1.0,2.0,99
12.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1210110020301.0,8.0,5.0,99
12.0,1.0,33.0,0.0,0.0,300000.0,300000.0,45.0,2.0,2.0,1210110020301.0,8.0,5.0,99
12.0,1.0,29.0,1.0,25.0,600000.0,600000.0,44.0,2.0,3.0,1210110020401.0,8.0,1.0,99
12.0,1.0,52.0,2.0,20.0,750000.0,750000.0,45.0,2.0,3.0,1210110020501.0,1.0,1.0,99
12.0,2.0,52.0,2.0,20.0,0.0,0.0,0.0,0.0,2.0,1210110020501.0,1.0,2.0,99
12.0,1.0,65.0,2.0,23.0,0.0,0.0,0.0,0.0,3.0,1210110020601.0,1.0,1.0,37
12.0,2.0,63.0,3.0,20.0,0.0,0.0,0.0,0.0,3.0,1210110020601.0,1.0,2.0,35
12.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1210110020601.0,8.0,4.0,99
12.0,1.0,59.0,3.0,26.0,0.0,0.0,0.0,0.0,3.0,1210110020701.0,1.0,1.0,36
12.0,2.0,57.0,3.0,22.0,0.0,0.0,0.0,0.0,2.0,1210110020701.0,1.0,2.0,34
12.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1210110020701.0,8.0,4.0,99
12.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1210110020701.0,8.0,4.0,99
12.0,1.0,34.0,0.0,0.0,851433.0,851433.0,44.0,2.0,3.0,1210110020901.0,8.0,1.0,9
12.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1210110020901.0,8.0,5.0,99
12.0,2.0,52.0,2.0,20.0,0.0,0.0,0.0,0.0,2.0,1210110020901.0,1.0,1.0,27
12.0,1.0,60.0,2.0,25.0,300000.0,300000.0,18.0,2.0,2.0,1210110020901.0,1.0,2.0,99
12.0,1.0,61.0,4.0,20.0,0.0,0.0,0.0,0.0,2.0,1210110030101.0,1.0,1.0,28
12.0,2.0,56.0,4.0,20.0,0.0,0.0,0.0,0.0,1.0,1210110030101.0,1.0,2.0,23
12.0,1.0,36.0,0.0,0.0,715463.0,715463.0,45.0,2.0,3.0,1210110030101.0,8.0,4.0,99
12.0,1.0,33.0,1.0,32.0,420000.0,420000.0,90.0,2.0,3.0,1210110030101.0,8.0,4.0,99
12.0,2.0,59.0,6.0,12.0,0.0,0.0,0.0,0.0,2.0,1210110030201.0,8.0,1.0,47
12.0,2.0,29.0,3.0,17.0,365000.0,365000.0,18.0,2.0,2.0,1210110030201.0,8.0,1.0,17
12.0,1.0,32.0,0.0,0.0,400000.0,400000.0,44.0,2.0,3.0,1210110030201.0,8.0,5.0,99
12.0,1.0,23.0,0.0,0.0,400000.0,400000.0,45.0,2.0,2.0,1210110030201.0,8.0,5.0,99
12.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1210110030201.0,8.0,5.0,99
12.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1210110030201.0,8.0,5.0,99
12.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1210110030201.0,8.0,5.0,99
12.0,1.0,35.0,1.0,27.0,420000.0,420000.0,45.0,2.0,3.0,1210110030301.0,2.0,1.0,29
12.0,2.0,28.0,1.0,21.0,100000.0,100000.0,10.0,2.0,3.0,1210110030301.0,2.0,2.0,22
12.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1210110030301.0,8.0,4.0,99
12.0,1.0,33.0,1.0,22.0,700000.0,700000.0,55.0,2.0,2.0,1210110030401.0,2.0,1.0,28
12.0,2.0,30.0,2.0,23.0,276000.0,276000.0,45.0,2.0,3.0,1210110030401.0,2.0,2.0,25
12.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1210110030401.0,8.0,6.0,99
12.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1210110030401.0,8.0,4.0,99
12.0,2.0,46.0,2.0,19.0,750000.0,750000.0,44.0,2.0,3.0,1210110030501.0,2.0,1.0,32
12.0,1.0,45.0,0.0,0.0,750000.0,750000.0,44.0,2.0,3.0,1210110030501.0,2.0,2.0,99
12.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1210110030501.0,8.0,5.0,99
12.0,1.0,32.0,0.0,0.0,900000.0,900000.0,45.0,2.0,3.0,1210110030601.0,2.0,1.0,99
12.0,2.0,35.0,0.0,0.0,900000.0,900000.0,43.0,2.0,3.0,1210110030601.0,2.0,2.0,99
12.0,2.0,57.0,2.0,28.0,300000.0,300000.0,15.0,2.0,2.0,1210110030701.0,5.0,1.0,99
12.0,2.0,57.0,2.0,26.0,0.0,0.0,0.0,0.0,2.0,1210110030801.0,5.0,1.0,99
12.0,2.0,54.0,3.0,23.0,150000.0,150000.0,15.0,2.0,2.0,1210110030901.0,8.0,1.0,39
12.0,2.0,77.0,3.0,23.0,0.0,0.0,0.0,0.0,1.0,1210110030901.0,8.0,13.0,99
12.0,1.0,26.0,0.0,0.0,500000.0,500000.0,40.0,2.0,2.0,1210110030901.0,8.0,5.0,99
12.0,1.0,30.0,2.0,23.0,300000.0,300000.0,40.0,2.0,2.0,1210110030901.0,8.0,5.0,99
12.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1210110030901.0,8.0,5.0,99
12.0,1.0,32.0,2.0,18.0,1200000.0,1200000.0,42.0,2.0,3.0,1210110031001.0,2.0,1.0,27
12.0,2.0,32.0,1.0,26.0,500000.0,500000.0,17.0,2.0,3.0,1210110031001.0,2.0,2.0,27
12.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1210110031001.0,8.0,4.0,99
12.0,1.0,29.0,0.0,0.0,315926.0,315926.0,42.0,2.0,2.0,1210110040101.0,2.0,1.0,99
12.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1210110040101.0,2.0,2.0,99
12.0,1.0,58.0,3.0,99.0,390000.0,390000.0,48.0,2.0,3.0,1210110040201.0,3.0,1.0,38
12.0,1.0,31.0,2.0,99.0,1000000.0,1000000.0,60.0,2.0,2.0,1210110040201.0,8.0,4.0,99
12.0,2.0,47.0,3.0,99.0,149932.0,149932.0,40.0,2.0,2.0,1210110040201.0,3.0,2.0,27
12.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1210110040201.0,8.0,4.0,99
12.0,1.0,58.0,3.0,29.0,480000.0,480000.0,45.0,2.0,2.0,1210110040301.0,1.0,1.0,37
12.0,2.0,53.0,3.0,24.0,176957.0,176957.0,20.0,2.0,2.0,1210110040301.0,1.0,2.0,32
12.0,1.0,31.0,2.0,21.0,745490.0,745490.0,45.0,2.0,2.0,1210110040301.0,8.0,4.0,99
12.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1210110040301.0,8.0,4.0,99
12.0,1.0,56.0,2.0,32.0,1000000.0,1000000.0,40.0,2.0,2.0,1210110040401.0,1.0,1.0,44
12.0,2.0,42.0,2.0,25.0,300000.0,300000.0,35.0,2.0,2.0,1210110040401.0,1.0,2.0,30
12.0,2.0,23.0,0.0,0.0,400000.0,400000.0,42.0,2.0,3.0,1210110040401.0,8.0,4.0,99
