region,sexo,edad,s7,s8,ytrabaj,ytrabhaj,o10,o27,e6a,folio,ecivil,pco2,nv
7,1,44,0.0,0.0,0.0,1022070,40.0,2.0,3,71011001021.0,1,1,44
7,2,40,3.0,37.0,1022070.0,1022070,30.0,2.0,4,71011001021.0,1,2,40
7,2,3,0.0,0.0,0.0,1022070,0.0,0.0,1,71011001021.0,7,3,99
7,1,2,0.0,0.0,0.0,1022070,0.0,0.0,1,71011001021.0,7,3,99
7,2,0,0.0,0.0,0.0,1022070,0.0,0.0,1,71011001021.0,7,3,99
7,1,34,0.0,0.0,2198000.0,2298000,50.0,2.0,3,71011001041.0,1,1,33
7,2,35,1.0,34.0,100000.0,2298000,20.0,1.0,4,71011001041.0,1,2,34
7,2,1,0.0,0.0,0.0,2298000,0.0,0.0,1,71011001041.0,7,3,99
7,1,49,0.0,0.0,205100.0,615300,2.0,2.0,2,71011001051.0,7,1,99
7,1,61,0.0,0.0,205100.0,615300,10.0,2.0,2,71011001051.0,4,13,99
7,1,49,0.0,0.0,205100.0,615300,10.0,2.0,2,71011001051.0,4,13,99
7,2,63,0.0,0.0,0.0,0,0.0,0.0,3,71011002011.0,4,1,99
7,2,85,0.0,0.0,0.0,0,0.0,0.0,1,71011002011.0,6,12,99
7,2,45,0.0,0.0,222913.0,0,45.0,2.0,2,71011002011.0,7,1,99
7,2,75,2.0,25.0,0.0,0,0.0,0.0,2,71011002021.0,6,1,27
7,1,48,0.0,0.0,0.0,0,45.0,2.0,3,71011002021.0,4,4,99
7,1,68,0.0,0.0,0.0,1141128,0.0,0.0,3,71011002031.0,1,1,38
7,1,30,0.0,0.0,697865.0,1141128,45.0,2.0,3,71011002031.0,7,3,99
7,2,62,1.0,32.0,0.0,1141128,0.0,0.0,3,71011002031.0,1,2,32
7,1,60,0.0,0.0,443263.0,1141128,45.0,2.0,3,71011002031.0,4,12,99
7,2,67,2.0,24.0,0.0,0,0.0,0.0,2,71011002051.0,6,1,99
7,2,73,3.0,15.0,0.0,0,0.0,0.0,1,71011003011.0,7,1,99
7,2,54,2.0,21.0,0.0,865238,0.0,0.0,2,71011003031.0,1,1,48
7,1,58,0.0,0.0,458608.0,865238,45.0,2.0,2,71011003031.0,1,2,52
7,2,33,2.0,23.0,203315.0,865238,44.0,2.0,3,71011003031.0,1,1,27
7,1,37,0.0,0.0,203315.0,865238,45.0,2.0,2,71011003031.0,1,2,31
7,1,10,0.0,0.0,0.0,865238,0.0,0.0,1,71011003031.0,7,3,99
7,1,6,0.0,0.0,0.0,865238,0.0,0.0,1,71011003031.0,7,3,99
7,1,65,0.0,0.0,0.0,0,0.0,0.0,2,71011003051.0,1,1,30
7,2,64,1.0,29.0,0.0,0,0.0,0.0,1,71011003051.0,1,2,29
7,2,35,0.0,0.0,0.0,0,0.0,0.0,3,71011003051.0,7,3,99
7,2,83,2.0,99.0,0.0,181335,0.0,0.0,2,71011003061.0,6,1,67
7,2,58,2.0,33.0,181335.0,181335,45.0,2.0,2,71011003061.0,7,4,99
7,2,59,0.0,0.0,0.0,181335,0.0,0.0,2,71011003061.0,7,4,99
7,1,16,0.0,0.0,0.0,181335,0.0,0.0,2,71011003061.0,7,4,99
7,2,23,0.0,0.0,0.0,181335,0.0,0.0,3,71011003061.0,7,1,7
7,1,56,0.0,0.0,279330.0,696880,45.0,2.0,2,71011003071.0,1,1,53
7,2,55,5.0,24.0,109900.0,696880,48.0,2.0,2,71011003071.0,1,2,52
7,2,13,0.0,0.0,0.0,696880,0.0,0.0,1,71011003071.0,7,3,99
7,2,21,1.0,17.0,0.0,696880,0.0,0.0,2,71011003071.0,7,1,18
7,2,4,0.0,0.0,0.0,696880,0.0,0.0,1,71011003071.0,7,4,99
7,2,46,0.0,0.0,0.0,696880,0.0,0.0,1,71011003071.0,7,12,99
7,1,36,0.0,0.0,307650.0,696880,40.0,2.0,2,71011003071.0,2,1,33
7,2,32,4.0,19.0,0.0,696880,0.0,0.0,2,71011003071.0,2,2,29
7,2,13,0.0,0.0,0.0,696880,0.0,0.0,1,71011003071.0,7,5,99
7,2,11,0.0,0.0,0.0,696880,0.0,0.0,1,71011003071.0,7,5,99
7,1,4,0.0,0.0,0.0,696880,0.0,0.0,1,71011003071.0,7,3,99
7,2,3,0.0,0.0,0.0,696880,0.0,0.0,1,71011003071.0,7,3,99
7,2,70,7.0,18.0,0.0,310505,0.0,0.0,1,71011003081.0,1,1,35
7,1,69,0.0,0.0,0.0,310505,0.0,0.0,1,71011003081.0,1,2,34
7,1,51,0.0,0.0,200605.0,310505,45.0,2.0,2,71011003081.0,7,3,99
7,1,49,0.0,0.0,109900.0,310505,20.0,2.0,1,71011003081.0,7,3,99
7,1,35,0.0,0.0,0.0,310505,0.0,0.0,1,71011003081.0,7,3,99
7,2,71,2.0,38.0,0.0,187973,0.0,0.0,1,71011003091.0,4,1,70
7,2,37,2.0,20.0,187973.0,187973,44.0,2.0,2,71011003091.0,7,1,36
7,2,15,0.0,0.0,0.0,187973,0.0,0.0,2,71011003091.0,7,4,99
7,2,1,0.0,0.0,0.0,187973,0.0,0.0,1,71011003091.0,7,4,99
7,2,26,0.0,0.0,158165.0,357359,44.0,2.0,2,71011003101.0,2,1,99
7,1,30,0.0,0.0,199194.0,357359,44.0,2.0,2,71011003101.0,2,2,99
7,1,70,0.0,0.0,0.0,0,0.0,0.0,2,71011004011.0,1,1,61
7,2,69,4.0,24.0,0.0,0,0.0,0.0,1,71011004011.0,1,2,99
7,1,45,0.0,0.0,0.0,0,0.0,0.0,3,71011004011.0,4,1,36
7,2,9,0.0,0.0,0.0,0,0.0,0.0,1,71011004011.0,7,4,99
7,1,52,0.0,0.0,200018.0,333730,45.0,1.0,2,71011004021.0,2,1,99
7,2,54,2.0,21.0,133712.0,333730,20.0,2.0,2,71011004021.0,2,2,99
7,1,44,0.0,0.0,696033.0,1229415,45.0,2.0,3,71011004031.0,1,1,34
7,2,66,3.0,22.0,153860.0,1229415,10.0,2.0,1,71011004031.0,4,1,56
7,2,38,0.0,0.0,0.0,1229415,0.0,0.0,2,71011004031.0,1,2,99
7,2,42,0.0,0.0,331532.0,1229415,45.0,2.0,3,71011004031.0,7,12,99
7,2,35,1.0,25.0,201850.0,1229415,45.0,2.0,2,71011004031.0,7,1,25
7,1,10,0.0,0.0,0.0,1229415,0.0,0.0,1,71011004031.0,7,4,99
7,1,81,0.0,0.0,0.0,245627,0.0,0.0,1,71011004041.0,1,1,29
7,2,74,3.0,22.0,0.0,245627,0.0,0.0,2,71011004041.0,1,2,22
7,1,52,0.0,0.0,245627.0,245627,5.0,2.0,3,71011004041.0,7,3,99
7,2,65,2.0,25.0,0.0,0,0.0,0.0,2,71011004051.0,1,1,99
7,1,65,0.0,0.0,0.0,0,0.0,0.0,2,71011004051.0,1,2,99
7,1,59,0.0,0.0,143570.0,143570,40.0,2.0,2,71011004061.0,7,1,99
7,1,59,0.0,0.0,0.0,0,50.0,2.0,2,71011004071.0,7,1,99
7,2,70,0.0,0.0,17091.0,17091,0.0,0.0,2,71011004081.0,7,1,99
7,2,60,0.0,0.0,0.0,17091,0.0,0.0,2,71011004081.0,7,12,99
7,2,73,0.0,0.0,0.0,17091,0.0,0.0,3,71011004081.0,7,12,99
7,2,69,0.0,0.0,0.0,17091,0.0,0.0,2,71011004081.0,7,12,99
7,1,46,0.0,0.0,192325.0,192325,44.0,2.0,2,71011005011.0,1,1,37
7,2,46,2.0,28.0,0.0,192325,0.0,0.0,3,71011005011.0,1,2,37
7,2,17,0.0,0.0,0.0,192325,0.0,0.0,2,71011005011.0,7,3,99
7,2,9,0.0,0.0,0.0,192325,0.0,0.0,1,71011005011.0,7,3,99
7,1,34,0.0,0.0,200018.0,487956,45.0,2.0,2,71011005021.0,1,1,25
7,1,18,0.0,0.0,0.0,487956,0.0,0.0,2,71011005021.0,7,5,99
7,2,23,0.0,0.0,200018.0,487956,45.0,2.0,2,71011005021.0,7,5,99
7,2,46,3.0,25.0,87920.0,487956,25.0,2.0,2,71011005021.0,1,2,37
7,1,9,0.0,0.0,0.0,487956,0.0,0.0,1,71011005021.0,7,3,99
7,2,83,0.0,0.0,0.0,487956,0.0,0.0,1,71011005021.0,7,13,99
