region,sexo,edad,s5,s6,yoprcor,yoprcorh,o10,o27,e6a,e6b
5,1,56,0.0,0.0,150000.0,300000,24.0,2.0,2,4.0
5,2,56,5.0,15.0,150000.0,300000,24.0,2.0,2,4.0
5,1,60,0.0,0.0,300000.0,860060,45.0,2.0,2,6.0
5,2,48,2.0,15.0,0.0,860060,0.0,0.0,2,4.0
5,1,31,0.0,0.0,350000.0,860060,45.0,2.0,2,4.0
5,1,24,0.0,0.0,210060.0,860060,45.0,2.0,3,4.0
5,1,34,0.0,0.0,0.0,0,0.0,0.0,1,5.0
5,2,32,2.0,17.0,0.0,0,0.0,0.0,1,7.0
5,1,14,0.0,0.0,0.0,0,0.0,0.0,2,1.0
5,2,6,0.0,0.0,0.0,0,0.0,0.0,1,1.0
5,1,25,0.0,0.0,280000.0,280000,45.0,2.0,2,4.0
5,2,21,1.0,19.0,0.0,280000,0.0,0.0,3,2.0
5,2,2,0.0,0.0,0.0,280000,0.0,0.0,1,0.0
5,2,59,4.0,19.0,160000.0,160000,40.0,2.0,3,1.0
5,2,15,0.0,0.0,0.0,160000,0.0,0.0,2,2.0
5,2,76,4.0,22.0,0.0,375000,0.0,0.0,2,4.0
5,1,51,0.0,0.0,190000.0,375000,45.0,2.0,2,4.0
5,2,50,1.0,17.0,185000.0,375000,45.0,2.0,2,4.0
5,1,70,0.0,0.0,0.0,300000,0.0,0.0,1,6.0
5,2,70,2.0,29.0,0.0,300000,0.0,0.0,1,5.0
5,2,41,0.0,0.0,300000.0,300000,12.0,2.0,3,2.0
5,1,31,0.0,0.0,620000.0,620000,8.0,2.0,3,5.0
5,2,38,0.0,0.0,0.0,620000,0.0,0.0,2,4.0
5,2,56,9.0,16.0,0.0,120000,0.0,0.0,1,8.0
5,2,22,1.0,20.0,120000.0,120000,5.0,2.0,2,4.0
5,1,1,0.0,0.0,0.0,120000,0.0,0.0,1,0.0
5,2,12,0.0,0.0,0.0,120000,0.0,0.0,1,7.0
5,2,78,10.0,17.0,0.0,0,0.0,0.0,2,4.0
5,1,82,0.0,0.0,0.0,0,0.0,0.0,1,5.0
5,1,42,0.0,0.0,250000.0,250000,90.0,2.0,2,2.0
5,2,63,2.0,21.0,600000.0,600000,20.0,2.0,3,2.0
5,1,63,0.0,0.0,0.0,600000,0.0,0.0,2,4.0
5,2,9,0.0,0.0,0.0,600000,0.0,0.0,1,3.0
5,1,7,0.0,0.0,0.0,600000,0.0,0.0,1,1.0
5,1,28,0.0,0.0,200000.0,200000,45.0,2.0,2,4.0
5,2,21,1.0,17.0,0.0,200000,0.0,0.0,2,4.0
5,2,4,0.0,0.0,0.0,200000,0.0,0.0,1,0.0
5,1,60,0.0,0.0,180000.0,360000,56.0,2.0,2,4.0
5,2,61,9.0,13.0,0.0,360000,0.0,0.0,1,0.0
5,2,23,0.0,0.0,180000.0,360000,48.0,2.0,2,4.0
5,1,26,0.0,0.0,0.0,360000,0.0,0.0,2,3.0
5,1,52,0.0,0.0,250000.0,470770,45.0,2.0,2,4.0
5,2,52,3.0,25.0,0.0,470770,0.0,0.0,3,3.0
5,1,25,0.0,0.0,220770.0,470770,45.0,2.0,2,4.0
5,1,22,0.0,0.0,0.0,470770,0.0,0.0,3,3.0
5,1,19,0.0,0.0,0.0,470770,0.0,0.0,3,1.0
5,2,47,3.0,17.0,210000.0,540000,56.0,2.0,2,4.0
5,2,17,1.0,16.0,0.0,540000,0.0,0.0,1,7.0
5,1,18,0.0,0.0,80000.0,540000,45.0,2.0,2,1.0
5,1,18,0.0,0.0,250000.0,540000,45.0,2.0,2,4.0
5,1,0,0.0,0.0,0.0,540000,0.0,0.0,1,0.0
5,1,76,0.0,0.0,0.0,0,0.0,0.0,2,6.0
5,1,93,0.0,0.0,0.0,0,0.0,0.0,1,4.0
5,2,83,4.0,19.0,0.0,0,0.0,0.0,2,2.0
5,1,49,0.0,0.0,300000.0,554000,45.0,2.0,3,5.0
5,2,50,2.0,30.0,254000.0,554000,45.0,2.0,3,5.0
5,2,19,0.0,0.0,0.0,554000,0.0,0.0,3,2.0
5,1,18,0.0,0.0,0.0,554000,0.0,0.0,2,4.0
5,1,63,0.0,0.0,305769.0,305769,48.0,2.0,2,4.0
5,2,61,3.0,21.0,0.0,305769,0.0,0.0,1,8.0
5,2,40,1.0,34.0,0.0,305769,0.0,0.0,3,5.0
5,2,6,0.0,0.0,0.0,305769,0.0,0.0,1,1.0
5,1,39,0.0,0.0,0.0,305769,0.0,0.0,2,4.0
5,2,83,7.0,22.0,0.0,0,0.0,0.0,1,5.0
5,2,68,0.0,0.0,0.0,0,0.0,0.0,1,6.0
5,2,71,2.0,20.0,0.0,0,0.0,0.0,1,6.0
5,1,25,0.0,0.0,210000.0,303000,58.0,1.0,3,5.0
5,2,22,1.0,18.0,93000.0,303000,20.0,1.0,3,3.0
5,2,4,0.0,0.0,0.0,303000,0.0,0.0,1,0.0
5,2,64,3.0,17.0,90000.0,90000,27.0,2.0,1,6.0
5,2,45,3.0,23.0,0.0,0,0.0,0.0,3,5.0
5,1,22,0.0,0.0,0.0,0,0.0,0.0,3,4.0
5,1,17,0.0,0.0,0.0,0,0.0,0.0,2,4.0
5,1,12,0.0,0.0,0.0,0,0.0,0.0,1,6.0
5,2,43,2.0,21.0,210000.0,470000,45.0,2.0,3,3.0
5,1,45,0.0,0.0,260000.0,470000,45.0,2.0,3,3.0
5,1,21,0.0,0.0,0.0,470000,0.0,0.0,3,4.0
5,1,16,0.0,0.0,0.0,470000,0.0,0.0,2,2.0
5,2,88,0.0,0.0,0.0,0,0.0,0.0,2,6.0
5,2,31,3.0,13.0,0.0,400000,0.0,0.0,2,4.0
5,1,37,0.0,0.0,400000.0,400000,45.0,2.0,3,2.0
5,2,12,0.0,0.0,0.0,400000,0.0,0.0,1,7.0
5,1,9,0.0,0.0,0.0,400000,0.0,0.0,1,3.0
5,1,8,0.0,0.0,0.0,400000,0.0,0.0,1,3.0
5,2,70,8.0,20.0,0.0,350000,0.0,0.0,2,3.0
5,2,27,3.0,19.0,0.0,350000,0.0,0.0,3,1.0
5,1,24,0.0,0.0,350000.0,350000,40.0,2.0,3,2.0
5,1,8,0.0,0.0,0.0,350000,0.0,0.0,1,3.0
5,2,4,0.0,0.0,0.0,350000,0.0,0.0,1,0.0
5,1,2,0.0,0.0,0.0,350000,0.0,0.0,1,0.0
5,1,27,0.0,0.0,1000000.0,1000000,50.0,1.0,3,5.0
5,2,23,1.0,18.0,0.0,1000000,0.0,0.0,3,5.0
5,1,5,0.0,0.0,0.0,1000000,0.0,0.0,1,0.0
5,2,40,1.0,30.0,400000.0,1167361,40.0,2.0,3,5.0
5,1,35,0.0,0.0,767361.0,1167361,45.0,2.0,3,3.0
5,1,10,0.0,0.0,0.0,1167361,0.0,0.0,1,4.0
5,2,86,5.0,25.0,0.0,280000,0.0,0.0,1,2.0
5,1,23,0.0,0.0,200000.0,280000,45.0,2.0,3,3.0
5,1,20,0.0,0.0,80000.0,280000,16.0,2.0,2,4.0
5,2,9,0.0,0.0,0.0,280000,0.0,0.0,1,4.0
5,2,50,2.0,25.0,100000.0,400000,40.0,2.0,2,4.0
5,1,16,0.0,0.0,0.0,400000,0.0,0.0,2,1.0
5,2,3,0.0,0.0,0.0,400000,0.0,0.0,1,0.0
5,2,26,1.0,22.0,300000.0,400000,45.0,2.0,3,4.0
5,1,79,0.0,0.0,0.0,420000,0.0,0.0,1,6.0
5,1,47,0.0,0.0,210000.0,420000,50.0,2.0,2,4.0
5,2,50,1.0,17.0,210000.0,420000,45.0,2.0,2,4.0
5,2,65,1.0,25.0,0.0,0,0.0,0.0,2,6.0
5,2,76,0.0,0.0,0.0,0,0.0,0.0,2,6.0
5,2,69,0.0,0.0,0.0,0,0.0,0.0,3,5.0
5,1,31,0.0,0.0,210000.0,300000,45.0,2.0,2,4.0
5,1,22,0.0,0.0,90000.0,300000,115.0,2.0,2,4.0
5,1,83,0.0,0.0,0.0,450000,0.0,0.0,1,6.0
5,2,83,2.0,21.0,0.0,450000,0.0,0.0,2,6.0
5,2,60,3.0,17.0,200000.0,450000,45.0,2.0,2,3.0
5,1,55,0.0,0.0,250000.0,450000,45.0,2.0,1,2.0
5,2,50,0.0,0.0,45000.0,45000,0.0,2.0,3,3.0
5,2,69,0.0,0.0,0.0,0,0.0,0.0,2,4.0
5,1,80,0.0,0.0,0.0,0,0.0,0.0,2,2.0
5,2,73,4.0,19.0,0.0,0,0.0,0.0,1,4.0
5,1,53,0.0,0.0,150000.0,300000,70.0,2.0,3,5.0
5,2,52,2.0,32.0,150000.0,300000,70.0,2.0,3,4.0
5,1,20,0.0,0.0,0.0,300000,0.0,0.0,3,1.0
5,2,17,0.0,0.0,0.0,300000,0.0,0.0,2,3.0
5,1,58,0.0,0.0,0.0,0,0.0,0.0,1,8.0
5,2,63,1.0,31.0,80000.0,80000,20.0,2.0,2,4.0
5,2,76,0.0,0.0,0.0,0,0.0,0.0,3,5.0
5,1,68,0.0,0.0,0.0,0,0.0,0.0,2,4.0
5,1,65,0.0,0.0,0.0,0,0.0,0.0,1,6.0
5,2,83,3.0,26.0,0.0,620000,0.0,0.0,2,6.0
5,2,54,2.0,24.0,210000.0,620000,48.0,2.0,2,4.0
5,1,56,0.0,0.0,200000.0,620000,40.0,1.0,2,4.0
5,1,39,0.0,0.0,210000.0,620000,45.0,2.0,2,4.0
5,1,33,0.0,0.0,420000.0,740000,45.0,2.0,3,2.0
5,2,33,3.0,19.0,320000.0,740000,45.0,2.0,2,4.0
5,1,7,0.0,0.0,0.0,740000,0.0,0.0,1,2.0
5,1,58,0.0,0.0,160000.0,235000,18.0,2.0,3,4.0
5,2,58,4.0,22.0,0.0,235000,0.0,0.0,2,4.0
5,2,26,0.0,0.0,0.0,235000,6.0,2.0,3,4.0
5,2,23,0.0,0.0,75000.0,235000,12.0,2.0,3,3.0
5,2,20,0.0,0.0,0.0,235000,0.0,0.0,3,2.0
