region,sexo,edad,s4,s5,yoprcor,yoprcorh,o10,o26,e6a,folio,ecivil,pco2,nv
2.0,1.0,62.0,2.0,21.0,1000000.0,1000000.0,44.0,2.0,3.0,210110010101.0,1.0,1.0,99
2.0,2.0,59.0,3.0,19.0,1000000.0,1000000.0,44.0,2.0,3.0,210110010101.0,1.0,2.0,99
2.0,2.0,52.0,1.0,18.0,0.0,0.0,0.0,0.0,2.0,210110010201.0,5.0,1.0,29
2.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,210110010201.0,8.0,5.0,99
2.0,2.0,52.0,2.0,32.0,1200000.0,1200000.0,44.0,2.0,3.0,210110010301.0,5.0,1.0,30
2.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,210110010301.0,8.0,5.0,99
2.0,2.0,61.0,3.0,24.0,0.0,0.0,0.0,0.0,2.0,210110020101.0,1.0,1.0,34
2.0,1.0,61.0,3.0,24.0,300000.0,300000.0,45.0,2.0,3.0,210110020101.0,1.0,2.0,34
2.0,1.0,27.0,1.0,25.0,270000.0,270000.0,45.0,2.0,3.0,210110020101.0,8.0,4.0,99
2.0,1.0,58.0,3.0,19.0,1200000.0,1200000.0,84.0,2.0,2.0,210110020201.0,1.0,1.0,28
2.0,2.0,57.0,3.0,17.0,0.0,0.0,0.0,0.0,2.0,210110020201.0,1.0,2.0,27
2.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,210110020201.0,8.0,4.0,99
2.0,1.0,54.0,2.0,30.0,600000.0,600000.0,15.0,2.0,1.0,210110020301.0,1.0,1.0,99
2.0,2.0,62.0,0.0,0.0,350000.0,350000.0,45.0,2.0,2.0,210110020301.0,1.0,2.0,99
2.0,1.0,63.0,3.0,27.0,500000.0,500000.0,60.0,2.0,2.0,210110020401.0,1.0,1.0,59
2.0,2.0,56.0,3.0,20.0,0.0,0.0,0.0,0.0,2.0,210110020401.0,1.0,2.0,99
2.0,2.0,34.0,2.0,20.0,700000.0,700000.0,45.0,2.0,3.0,210110020401.0,8.0,1.0,30
2.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,210110020401.0,8.0,5.0,99
2.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,210110020401.0,8.0,5.0,99
2.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,210110020401.0,8.0,5.0,99
2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,210110020401.0,8.0,5.0,99
2.0,2.0,35.0,2.0,23.0,300000.0,300000.0,45.0,2.0,3.0,210110020601.0,1.0,1.0,29
2.0,1.0,34.0,2.0,22.0,200000.0,200000.0,20.0,2.0,2.0,210110020601.0,1.0,2.0,28
2.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,210110020601.0,8.0,4.0,99
2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,210110020601.0,8.0,4.0,99
2.0,2.0,35.0,0.0,0.0,220000.0,220000.0,35.0,2.0,1.0,210110020601.0,2.0,2.0,29
