region,sexo,edad,s7,s8,ytrabaj,ytrabhaj,o10,o27,e6a,folio,ecivil,pco2,nv
8,1,22,0.0,0.0,168880.0,168880,20.0,1.0,3,81011001011.0,7,1,99
8,2,26,1.0,19.0,0.0,0,0.0,0.0,1,81011001021.0,2,1,18
8,1,30,0.0,0.0,0.0,0,18.0,2.0,2,81011001021.0,2,2,22
8,1,8,0.0,0.0,0.0,0,0.0,0.0,1,81011001021.0,7,3,99
8,1,52,0.0,0.0,321664.0,321664,42.0,2.0,1,81011001031.0,1,1,99
8,2,47,1.0,15.0,0.0,321664,0.0,0.0,1,81011001031.0,1,2,99
8,2,26,1.0,17.0,180000.0,180000,0.0,0.0,1,81011001041.0,7,1,19
8,1,7,0.0,0.0,0.0,180000,0.0,0.0,1,81011001041.0,7,4,99
8,1,55,0.0,0.0,886527.0,1296727,45.0,2.0,3,81011002021.0,1,1,32
8,2,48,2.0,23.0,410200.0,1296727,40.0,2.0,3,81011002021.0,1,2,25
8,1,21,0.0,0.0,0.0,1296727,0.0,0.0,3,81011002021.0,7,3,99
8,2,23,0.0,0.0,0.0,1296727,0.0,0.0,3,81011002021.0,1,3,99
8,2,73,7.0,17.0,0.0,167598,0.0,0.0,1,81011002031.0,6,1,29
8,1,44,0.0,0.0,167598.0,167598,45.0,2.0,2,81011002031.0,7,4,99
8,2,59,2.0,22.0,21980.0,70611,2.0,2.0,1,81011002041.0,7,1,58
8,2,27,1.0,26.0,48631.0,70611,10.0,2.0,3,81011002041.0,7,1,26
8,2,1,0.0,0.0,0.0,70611,0.0,0.0,1,81011002041.0,7,4,99
8,2,77,2.0,20.0,0.0,0,0.0,0.0,1,81011002051.0,6,1,20
8,2,57,0.0,0.0,0.0,0,0.0,0.0,2,81011002051.0,7,4,99
8,1,50,0.0,0.0,164080.0,164080,84.0,2.0,3,81011002071.0,7,1,99
8,2,63,2.0,24.0,0.0,0,0.0,0.0,2,81011003021.0,6,1,99
8,1,74,0.0,0.0,0.0,1428700,0.0,0.0,2,81011003031.0,1,1,99
8,2,67,2.0,24.0,0.0,1428700,0.0,0.0,3,81011003031.0,1,2,99
8,2,38,0.0,0.0,593460.0,1428700,46.0,2.0,3,81011003031.0,2,1,99
8,1,38,0.0,0.0,835240.0,1428700,50.0,2.0,3,81011003031.0,2,2,99
8,2,68,0.0,0.0,0.0,0,0.0,0.0,3,81011003051.0,7,1,99
8,2,22,0.0,0.0,0.0,0,0.0,0.0,3,81011003061.0,7,1,99
8,1,19,0.0,0.0,0.0,0,0.0,0.0,3,81011003061.0,7,1,99
8,1,20,0.0,0.0,0.0,0,0.0,0.0,3,81011003061.0,7,1,99
8,1,18,0.0,0.0,0.0,0,0.0,0.0,3,81011003061.0,7,12,99
8,2,67,2.0,32.0,0.0,0,0.0,0.0,3,81011003071.0,6,1,42
8,2,25,0.0,0.0,0.0,0,0.0,0.0,3,81011003071.0,7,4,99
8,2,23,0.0,0.0,0.0,0,0.0,0.0,3,81011003071.0,7,1,-2
8,2,72,0.0,0.0,0.0,0,0.0,0.0,3,81011003081.0,7,1,99
8,2,56,3.0,19.0,0.0,1099000,0.0,0.0,3,81011003131.0,3,1,23
8,2,33,0.0,0.0,1099000.0,1099000,44.0,1.0,3,81011003131.0,7,4,99
8,2,26,0.0,0.0,855.0,855,0.0,0.0,3,81011003161.0,7,1,99
8,2,22,0.0,0.0,137375.0,137375,18.0,2.0,3,81011003162.0,7,1,99
8,2,66,3.0,15.0,0.0,135177,0.0,0.0,1,81011003171.0,6,1,99
8,1,21,0.0,0.0,135177.0,135177,20.0,2.0,3,81011003171.0,7,12,99
8,2,24,0.0,0.0,0.0,135177,0.0,0.0,3,81011003171.0,7,12,99
8,2,25,0.0,0.0,0.0,0,0.0,0.0,3,81011003191.0,7,1,99
