region,sexo,edad,s4,s5,yoprcor,yoprcorh,o10,o27,e6a
6,2,64,3.0,24.0,350000.0,350000,45.0,0.0,3
6,1,40,0.0,0.0,150000.0,150000,45.0,0.0,3
6,2,34,1.0,22.0,450000.0,450000,45.0,0.0,3
6,1,12,0.0,0.0,0.0,0,0.0,0.0,1
6,1,93,0.0,0.0,0.0,0,0.0,0.0,1
6,2,80,7.0,13.0,0.0,0,0.0,0.0,1
6,2,40,1.0,27.0,150000.0,150000,30.0,0.0,2
6,2,12,0.0,0.0,0.0,0,0.0,0.0,1
6,2,33,2.0,20.0,260000.0,260000,45.0,0.0,2
6,1,13,0.0,0.0,0.0,0,0.0,0.0,1
6,2,8,0.0,0.0,0.0,0,0.0,0.0,1
6,1,39,0.0,0.0,0.0,0,0.0,0.0,2
6,2,28,1.0,22.0,0.0,0,0.0,0.0,3
6,2,5,0.0,0.0,0.0,0,0.0,0.0,1
6,2,90,0.0,0.0,0.0,0,0.0,0.0,1
6,1,68,0.0,0.0,200000.0,200000,60.0,0.0,2
6,2,65,2.0,18.0,200000.0,200000,60.0,0.0,2
6,2,62,0.0,0.0,1200000.0,1200000,45.0,0.0,3
6,2,59,1.0,36.0,0.0,0,0.0,0.0,2
6,1,47,0.0,0.0,0.0,0,0.0,0.0,2
6,2,22,1.0,20.0,0.0,0,0.0,0.0,1
6,1,28,0.0,0.0,0.0,0,0.0,0.0,2
6,1,2,0.0,0.0,0.0,0,0.0,0.0,1
6,2,68,2.0,20.0,250000.0,250000,45.0,0.0,2
6,1,64,0.0,0.0,150000.0,150000,60.0,0.0,2
6,1,62,0.0,0.0,200000.0,200000,40.0,0.0,2
6,2,57,3.0,18.0,60000.0,60000,20.0,0.0,2
6,2,23,1.0,19.0,20000.0,20000,20.0,0.0,3
6,1,6,0.0,0.0,0.0,0,0.0,0.0,1
6,1,50,0.0,0.0,1500000.0,1500000,45.0,2.0,3
6,2,53,2.0,27.0,0.0,0,0.0,0.0,2
6,1,25,0.0,0.0,900000.0,900000,45.0,0.0,3
6,2,17,0.0,0.0,0.0,0,0.0,0.0,2
6,2,65,3.0,23.0,500000.0,500000,44.0,0.0,2
6,1,54,0.0,0.0,700000.0,700000,40.0,0.0,2
6,2,48,4.0,18.0,350000.0,350000,40.0,0.0,2
6,2,29,0.0,0.0,400000.0,400000,30.0,0.0,3
6,1,24,0.0,0.0,300000.0,300000,45.0,0.0,2
6,1,3,0.0,0.0,0.0,0,0.0,0.0,1
6,1,1,0.0,0.0,0.0,0,0.0,0.0,1
6,1,35,0.0,0.0,500000.0,500000,35.0,0.0,3
6,2,31,1.0,25.0,1500000.0,1500000,45.0,0.0,2
6,2,6,0.0,0.0,0.0,0,0.0,0.0,1
6,2,40,1.0,32.0,350000.0,350000,45.0,0.0,3
6,1,46,0.0,0.0,800000.0,800000,30.0,0.0,3
6,1,8,0.0,0.0,0.0,0,0.0,0.0,1
6,2,19,0.0,0.0,0.0,0,0.0,0.0,3
6,1,45,0.0,0.0,700000.0,700000,45.0,0.0,3
6,2,38,3.0,17.0,600000.0,600000,45.0,0.0,3
6,1,1,0.0,0.0,0.0,0,0.0,0.0,1
6,2,61,1.0,15.0,700000.0,700000,45.0,0.0,2
6,1,32,0.0,0.0,1400000.0,1400000,45.0,0.0,3
6,2,29,1.0,26.0,100000.0,100000,4.0,0.0,3
6,1,2,0.0,0.0,0.0,0,0.0,0.0,1
6,2,57,0.0,0.0,800000.0,800000,42.0,0.0,3
6,2,74,3.0,17.0,0.0,0,0.0,0.0,2
6,2,52,1.0,22.0,241358.0,241358,45.0,0.0,3
6,2,40,1.0,36.0,620000.0,620000,45.0,0.0,3
6,1,3,0.0,0.0,0.0,0,0.0,0.0,1
6,1,28,0.0,0.0,1700000.0,1700000,45.0,0.0,3
6,2,75,6.0,15.0,0.0,0,0.0,0.0,1
6,2,52,0.0,0.0,1111000.0,1111000,44.0,0.0,3
6,1,53,0.0,0.0,750667.0,750667,44.0,0.0,3
6,1,67,0.0,0.0,250000.0,250000,50.0,0.0,1
6,1,74,0.0,0.0,0.0,0,0.0,0.0,2
6,2,59,2.0,19.0,0.0,0,0.0,0.0,2
6,1,70,0.0,0.0,0.0,0,0.0,0.0,2
6,2,74,4.0,30.0,0.0,0,0.0,0.0,2
6,1,41,0.0,0.0,0.0,0,0.0,0.0,3
6,2,40,2.0,30.0,1278879.0,1278879,45.0,0.0,3
6,1,82,0.0,0.0,0.0,0,0.0,0.0,4
6,2,85,5.0,22.0,0.0,0,0.0,0.0,1
6,2,57,1.0,38.0,349000.0,349000,45.0,0.0,2
6,1,19,0.0,0.0,80000.0,80000,8.0,0.0,2
6,2,39,2.0,26.0,80000.0,80000,8.0,0.0,3
6,2,13,0.0,0.0,0.0,0,0.0,0.0,1
6,2,2,0.0,0.0,0.0,0,0.0,0.0,1
6,1,35,0.0,0.0,100000.0,100000,30.0,2.0,2
6,2,11,0.0,0.0,0.0,0,0.0,0.0,1
6,1,70,0.0,0.0,0.0,0,0.0,0.0,2
6,1,70,0.0,0.0,0.0,0,0.0,0.0,1
6,2,70,3.0,18.0,0.0,0,0.0,0.0,1
6,2,43,1.0,37.0,0.0,0,0.0,0.0,3
6,1,16,0.0,0.0,0.0,0,0.0,0.0,2
6,1,7,0.0,0.0,0.0,0,0.0,0.0,1
6,1,52,0.0,0.0,0.0,0,0.0,0.0,2
6,2,58,3.0,20.0,0.0,0,0.0,0.0,2
6,2,28,0.0,0.0,0.0,0,0.0,0.0,2
6,2,27,0.0,0.0,0.0,0,0.0,0.0,2
6,1,22,0.0,0.0,0.0,0,0.0,0.0,3
6,1,52,0.0,0.0,287704.0,287704,45.0,0.0,3
6,2,47,4.0,23.0,400000.0,400000,30.0,0.0,3
6,2,21,0.0,0.0,0.0,0,0.0,0.0,3
6,2,21,1.0,19.0,0.0,0,0.0,0.0,3
6,1,18,0.0,0.0,0.0,0,0.0,0.0,2
6,2,2,0.0,0.0,0.0,0,0.0,0.0,1
6,2,80,3.0,19.0,0.0,0,0.0,0.0,1
6,1,83,0.0,0.0,0.0,0,0.0,0.0,1
6,2,73,4.0,26.0,0.0,0,0.0,0.0,1
6,1,58,0.0,0.0,0.0,0,0.0,0.0,1
6,1,47,0.0,0.0,220000.0,220000,45.0,0.0,1
6,1,37,0.0,0.0,630000.0,630000,42.0,0.0,2
6,1,41,0.0,0.0,241000.0,241000,45.0,0.0,2
6,2,87,6.0,23.0,0.0,0,0.0,0.0,2
6,2,55,2.0,22.0,360000.0,360000,30.0,0.0,3
6,1,78,0.0,0.0,0.0,0,0.0,0.0,3
6,2,71,4.0,18.0,0.0,0,0.0,0.0,3
6,2,50,3.0,23.0,250000.0,250000,60.0,0.0,2
6,1,12,0.0,0.0,0.0,0,0.0,0.0,1
6,2,21,0.0,0.0,0.0,0,0.0,0.0,3
6,1,54,0.0,0.0,260000.0,260000,45.0,0.0,2
6,1,80,0.0,0.0,0.0,0,0.0,0.0,3
6,2,72,1.0,26.0,0.0,0,0.0,0.0,3
6,2,42,2.0,24.0,1300000.0,1300000,37.0,0.0,3
6,2,74,2.0,32.0,0.0,0,0.0,0.0,4
6,2,17,0.0,0.0,0.0,0,0.0,0.0,2
6,2,17,0.0,0.0,0.0,0,0.0,0.0,2
6,1,89,0.0,0.0,1200000.0,1200000,20.0,0.0,3
6,2,64,2.0,23.0,1500000.0,1500000,25.0,0.0,3
6,1,49,0.0,0.0,800000.0,800000,60.0,0.0,3
6,2,34,0.0,0.0,0.0,0,0.0,0.0,3
6,1,58,0.0,0.0,2500000.0,2500000,45.0,0.0,3
6,2,58,0.0,0.0,1400000.0,1400000,45.0,0.0,3
6,2,62,2.0,20.0,0.0,0,0.0,0.0,2
6,2,57,2.0,30.0,0.0,0,0.0,0.0,3
6,1,26,0.0,0.0,0.0,0,0.0,0.0,3
6,1,22,0.0,0.0,241000.0,241000,45.0,0.0,3
6,2,72,3.0,15.0,0.0,0,0.0,0.0,2
6,2,15,0.0,0.0,0.0,0,0.0,0.0,2
6,1,13,0.0,0.0,0.0,0,0.0,0.0,1
6,1,54,0.0,0.0,900000.0,900000,60.0,0.0,2
6,1,30,0.0,0.0,500000.0,500000,30.0,0.0,3
6,1,58,0.0,0.0,380000.0,380000,20.0,0.0,3
6,2,70,1.0,30.0,0.0,0,45.0,0.0,2
6,1,48,0.0,0.0,0.0,0,48.0,0.0,3
6,2,47,3.0,28.0,0.0,0,20.0,0.0,3
6,2,18,0.0,0.0,0.0,0,0.0,0.0,2
6,2,14,0.0,0.0,0.0,0,0.0,0.0,1
6,1,10,0.0,0.0,0.0,0,0.0,0.0,1
6,1,83,0.0,0.0,0.0,0,0.0,0.0,1
6,2,74,5.0,19.0,0.0,0,0.0,0.0,1
6,1,75,0.0,0.0,0.0,0,0.0,0.0,2
6,2,77,3.0,22.0,0.0,0,0.0,0.0,2
6,1,28,0.0,0.0,500000.0,500000,60.0,0.0,2
6,2,26,2.0,19.0,0.0,0,20.0,0.0,2
6,1,6,0.0,0.0,0.0,0,0.0,0.0,1
6,1,3,0.0,0.0,0.0,0,0.0,0.0,1
6,2,48,1.0,22.0,180000.0,180000,78.0,0.0,2
6,2,5,0.0,0.0,0.0,0,0.0,0.0,1
6,1,68,0.0,0.0,320000.0,320000,60.0,0.0,2
6,2,66,2.0,18.0,0.0,0,0.0,0.0,1
6,1,34,0.0,0.0,600000.0,600000,45.0,0.0,3
6,2,45,4.0,21.0,200000.0,200000,40.0,0.0,2
6,2,20,0.0,0.0,0.0,0,0.0,0.0,3
6,2,18,0.0,0.0,0.0,0,0.0,0.0,3
6,1,15,0.0,0.0,0.0,0,0.0,0.0,2
6,2,57,0.0,0.0,300000.0,300000,45.0,0.0,2
6,1,28,0.0,0.0,600000.0,600000,50.0,0.0,2
6,2,26,2.0,18.0,0.0,0,0.0,0.0,2
6,1,8,0.0,0.0,0.0,0,0.0,0.0,1
6,2,7,0.0,0.0,0.0,0,0.0,0.0,1
6,2,45,1.0,20.0,400000.0,400000,45.0,0.0,2
6,1,25,0.0,0.0,240000.0,240000,45.0,0.0,2
6,2,20,1.0,18.0,0.0,0,0.0,0.0,3
6,2,1,0.0,0.0,0.0,0,0.0,0.0,1
6,1,30,0.0,0.0,800000.0,800000,45.0,0.0,2
6,2,26,3.0,16.0,0.0,0,0.0,0.0,2
6,2,9,0.0,0.0,0.0,0,0.0,0.0,1
6,2,7,0.0,0.0,0.0,0,0.0,0.0,1
6,1,2,0.0,0.0,0.0,0,0.0,0.0,1
6,1,59,0.0,0.0,280000.0,280000,45.0,0.0,2
6,2,57,3.0,23.0,0.0,0,0.0,0.0,2
6,2,33,0.0,0.0,0.0,0,0.0,0.0,3
6,1,22,0.0,0.0,0.0,0,0.0,0.0,3
6,1,27,0.0,0.0,270000.0,270000,45.0,0.0,2
6,2,24,0.0,0.0,330000.0,330000,45.0,0.0,3
6,1,52,0.0,0.0,300000.0,300000,45.0,0.0,2
6,2,56,3.0,21.0,0.0,0,0.0,0.0,1
6,1,22,0.0,0.0,0.0,0,0.0,0.0,3
6,1,13,0.0,0.0,0.0,0,0.0,0.0,1
6,2,32,1.0,30.0,200000.0,200000,45.0,0.0,3
6,2,2,0.0,0.0,0.0,0,0.0,0.0,1
6,1,51,0.0,0.0,400000.0,400000,48.0,0.0,1
6,2,56,2.0,25.0,0.0,0,0.0,0.0,3
6,1,20,0.0,0.0,0.0,0,0.0,0.0,3
6,1,73,0.0,0.0,0.0,0,0.0,0.0,2
6,2,67,3.0,20.0,0.0,0,0.0,0.0,2
6,1,48,0.0,0.0,550000.0,550000,48.0,0.0,3
6,2,45,3.0,16.0,0.0,0,0.0,0.0,2
6,1,27,0.0,0.0,0.0,0,0.0,0.0,3
6,2,23,2.0,18.0,0.0,0,0.0,0.0,3
6,2,16,0.0,0.0,0.0,0,0.0,0.0,2
6,2,5,0.0,0.0,0.0,0,0.0,0.0,1
6,2,0,0.0,0.0,0.0,0,0.0,0.0,1
6,2,74,3.0,23.0,0.0,0,0.0,0.0,1
6,1,45,0.0,0.0,500000.0,500000,45.0,0.0,3
6,1,79,0.0,0.0,0.0,0,0.0,0.0,1
6,2,85,5.0,27.0,0.0,0,0.0,0.0,2
6,1,30,0.0,0.0,500000.0,500000,48.0,0.0,3
6,2,30,3.0,17.0,0.0,0,0.0,0.0,3
6,2,11,0.0,0.0,0.0,0,0.0,0.0,1
6,1,5,0.0,0.0,0.0,0,0.0,0.0,1
6,1,2,0.0,0.0,0.0,0,0.0,0.0,1
6,2,74,2.0,36.0,0.0,0,0.0,0.0,1
6,2,43,0.0,0.0,30000.0,30000,8.0,0.0,2
6,1,56,0.0,0.0,1200000.0,1200000,45.0,0.0,2
6,2,56,4.0,22.0,300000.0,300000,20.0,0.0,2
6,2,34,1.0,22.0,700000.0,700000,45.0,0.0,3
6,2,13,0.0,0.0,0.0,0,0.0,0.0,1
6,1,64,0.0,0.0,700000.0,700000,45.0,0.0,3
6,2,61,3.0,19.0,0.0,0,0.0,0.0,2
6,2,65,2.0,25.0,0.0,0,0.0,0.0,2
6,2,85,0.0,0.0,0.0,0,0.0,0.0,1
6,1,74,0.0,0.0,0.0,0,0.0,0.0,1
6,2,62,1.0,31.0,850000.0,850000,44.0,0.0,2
6,1,28,0.0,0.0,250000.0,250000,40.0,0.0,3
6,2,27,2.0,18.0,0.0,0,0.0,0.0,2
6,2,9,0.0,0.0,0.0,0,0.0,0.0,1
6,2,0,0.0,0.0,0.0,0,0.0,0.0,1
6,1,59,0.0,0.0,0.0,0,0.0,0.0,1
6,2,58,99.0,0.0,0.0,0,0.0,0.0,2
6,1,30,0.0,0.0,327170.0,327170,38.0,0.0,2
6,1,31,0.0,0.0,250000.0,250000,40.0,0.0,2
6,1,30,0.0,0.0,420000.0,420000,48.0,0.0,2
6,2,29,0.0,0.0,400000.0,400000,50.0,0.0,3
6,1,41,0.0,0.0,800000.0,800000,45.0,0.0,3
6,1,17,0.0,0.0,0.0,0,0.0,0.0,2
6,2,15,0.0,0.0,0.0,0,0.0,0.0,2
6,2,57,1.0,16.0,0.0,0,0.0,0.0,2
6,2,45,2.0,28.0,250000.0,250000,43.0,0.0,3
6,1,54,0.0,0.0,650000.0,650000,45.0,0.0,2
6,2,57,5.0,18.0,0.0,0,0.0,0.0,2
6,2,25,0.0,0.0,0.0,0,0.0,0.0,3
6,1,83,0.0,0.0,0.0,0,0.0,0.0,1
6,2,81,5.0,23.0,0.0,0,0.0,0.0,1
6,1,75,0.0,0.0,0.0,0,0.0,0.0,2
6,2,75,0.0,0.0,0.0,0,0.0,0.0,1
6,1,79,0.0,0.0,0.0,0,0.0,0.0,2
6,1,75,0.0,0.0,0.0,0,0.0,0.0,2
6,2,74,1.0,37.0,0.0,0,0.0,0.0,1
6,2,77,2.0,17.0,0.0,0,0.0,0.0,2
6,2,60,0.0,0.0,0.0,0,0.0,0.0,2
6,2,54,0.0,0.0,230000.0,230000,45.0,0.0,2
6,2,61,3.0,34.0,0.0,0,0.0,0.0,3
6,2,27,0.0,0.0,500000.0,500000,44.0,0.0,3
6,1,21,0.0,0.0,200000.0,200000,40.0,0.0,3
6,1,49,0.0,0.0,680000.0,680000,45.0,0.0,3
6,1,34,0.0,0.0,900000.0,900000,30.0,0.0,3
6,2,34,1.0,29.0,900000.0,900000,60.0,0.0,3
6,2,5,0.0,0.0,0.0,0,0.0,0.0,1
6,1,70,0.0,0.0,0.0,0,0.0,0.0,2
6,2,70,2.0,19.0,0.0,0,0.0,0.0,2
6,2,36,2.0,25.0,470000.0,470000,45.0,0.0,3
6,2,80,5.0,20.0,0.0,0,0.0,0.0,2
6,1,78,0.0,0.0,0.0,0,0.0,0.0,2
6,2,42,0.0,0.0,250000.0,250000,60.0,0.0,2
6,1,65,0.0,0.0,250000.0,250000,62.0,0.0,2
6,2,62,4.0,15.0,0.0,0,0.0,0.0,2
6,2,50,0.0,0.0,560000.0,560000,44.0,0.0,3
6,1,48,0.0,0.0,370000.0,370000,45.0,0.0,1
6,2,47,2.0,21.0,350000.0,350000,45.0,0.0,2
6,1,25,0.0,0.0,500000.0,500000,45.0,0.0,3
6,2,52,2.0,12.0,0.0,0,0.0,0.0,1
6,2,86,1.0,33.0,0.0,0,0.0,0.0,1
6,2,47,2.0,20.0,600000.0,600000,45.0,0.0,2
6,2,23,0.0,0.0,0.0,0,0.0,0.0,3
6,1,33,0.0,0.0,2229129.0,2229129,50.0,0.0,3
6,2,26,0.0,0.0,200000.0,200000,50.0,0.0,3
6,2,59,2.0,33.0,250000.0,250000,44.0,0.0,2
6,2,26,1.0,22.0,300000.0,300000,50.0,0.0,3
6,2,4,0.0,0.0,0.0,0,0.0,0.0,1
6,2,85,6.0,27.0,0.0,0,0.0,0.0,2
6,1,55,0.0,0.0,300000.0,300000,30.0,0.0,2
6,1,26,0.0,0.0,0.0,0,0.0,0.0,2
6,2,79,9.0,14.0,0.0,0,0.0,0.0,2
6,1,73,0.0,0.0,0.0,0,0.0,0.0,2
6,2,73,8.0,20.0,0.0,0,0.0,0.0,2
6,2,48,1.0,44.0,180000.0,180000,45.0,0.0,2
6,2,63,0.0,0.0,0.0,0,0.0,0.0,2
6,1,4,0.0,0.0,0.0,0,0.0,0.0,1
6,1,76,0.0,0.0,0.0,0,0.0,0.0,1
6,2,71,6.0,19.0,0.0,0,0.0,0.0,1
6,1,47,0.0,0.0,250000.0,250000,52.0,0.0,2
6,2,45,3.0,14.0,520000.0,520000,45.0,0.0,3
6,2,19,0.0,0.0,0.0,0,0.0,0.0,3
6,1,70,0.0,0.0,0.0,0,0.0,0.0,3
6,2,54,2.0,19.0,298000.0,298000,45.0,0.0,3
6,2,32,0.0,0.0,0.0,0,0.0,0.0,3
6,2,76,3.0,27.0,0.0,0,0.0,0.0,2
6,2,51,2.0,22.0,250000.0,250000,45.0,0.0,2
6,1,50,0.0,0.0,0.0,0,0.0,0.0,2
6,2,29,0.0,0.0,250000.0,250000,50.0,0.0,2
6,1,16,0.0,0.0,0.0,0,0.0,0.0,2
6,1,76,0.0,0.0,0.0,0,0.0,0.0,2
6,2,62,1.0,40.0,260000.0,260000,45.0,0.0,2
6,1,23,0.0,0.0,0.0,0,0.0,0.0,3
6,1,67,0.0,0.0,0.0,0,0.0,0.0,2
6,2,67,3.0,24.0,0.0,0,0.0,0.0,2
6,2,46,1.0,18.0,350000.0,350000,2.0,0.0,3
6,1,27,0.0,0.0,380000.0,380000,15.0,0.0,3
6,2,23,1.0,23.0,0.0,0,0.0,0.0,3
6,2,1,0.0,0.0,0.0,0,0.0,0.0,1
6,1,58,0.0,0.0,1000000.0,1000000,45.0,0.0,2
6,2,52,2.0,28.0,242000.0,242000,45.0,0.0,2
6,2,20,0.0,0.0,0.0,0,0.0,0.0,3
6,2,25,0.0,0.0,0.0,0,0.0,0.0,3
6,2,47,0.0,0.0,50000.0,50000,20.0,0.0,2
6,1,56,0.0,0.0,3000000.0,3000000,44.0,0.0,3
6,2,45,1.0,22.0,1000000.0,1000000,60.0,0.0,3
6,2,48,1.0,29.0,242000.0,242000,44.0,0.0,3
6,1,19,0.0,0.0,0.0,0,0.0,0.0,2
6,1,50,0.0,0.0,1400000.0,1400000,45.0,0.0,3
6,2,50,0.0,0.0,700000.0,700000,45.0,0.0,2
6,2,55,0.0,0.0,240000.0,240000,45.0,0.0,2
6,1,44,0.0,0.0,400000.0,400000,45.0,0.0,2
6,2,51,1.0,38.0,600000.0,600000,45.0,0.0,2
6,2,14,0.0,0.0,0.0,0,0.0,0.0,1
6,1,42,0.0,0.0,400000.0,400000,45.0,0.0,2
6,2,42,3.0,22.0,400000.0,400000,45.0,0.0,3
6,2,16,0.0,0.0,0.0,0,0.0,0.0,2
6,1,14,0.0,0.0,0.0,0,0.0,0.0,2
6,2,5,0.0,0.0,0.0,0,0.0,0.0,1
6,1,30,0.0,0.0,800000.0,800000,45.0,0.0,2
6,2,31,2.0,25.0,300000.0,300000,45.0,0.0,3
6,2,6,0.0,0.0,0.0,0,0.0,0.0,1
6,2,1,0.0,0.0,0.0,0,0.0,0.0,1
