region,sexo,edad,s7,s8,ytrabaj,ytrabhaj,o10,o27,e6a,folio,ecivil,pco2,nv
3,2,70,0.0,0.0,0.0,791280,0.0,0.0,2,31011001041.0,7,1,99
3,2,81,0.0,0.0,131880.0,791280,16.0,2.0,2,31011001041.0,7,12,99
3,2,65,1.0,26.0,659400.0,791280,55.0,2.0,2,31011001041.0,7,12,99
3,1,29,0.0,0.0,484681.0,484681,40.0,2.0,3,31011002011.0,2,1,25
3,2,39,3.0,21.0,0.0,484681,0.0,0.0,1,31011002011.0,2,2,35
3,2,4,0.0,0.0,0.0,484681,0.0,0.0,1,31011002011.0,7,3,99
3,2,90,0.0,0.0,0.0,0,0.0,0.0,1,31011002021.0,6,1,99
3,2,76,3.0,26.0,0.0,0,0.0,0.0,1,31011002021.0,1,2,99
3,1,88,0.0,0.0,0.0,0,0.0,0.0,1,31011002021.0,1,1,99
3,1,85,0.0,0.0,0.0,0,0.0,0.0,1,31011002021.0,7,13,99
3,1,51,0.0,0.0,1868300.0,1868300,32.0,2.0,4,31011002161.0,2,1,44
3,2,45,1.0,38.0,0.0,1868300,0.0,0.0,3,31011002161.0,2,2,38
3,1,7,0.0,0.0,0.0,1868300,0.0,0.0,1,31011002161.0,7,3,99
3,2,55,4.0,20.0,109900.0,1017438,35.0,2.0,2,31011002181.0,2,1,54
3,1,48,0.0,0.0,265958.0,1017438,40.0,2.0,2,31011002181.0,2,2,47
3,2,11,0.0,0.0,0.0,1017438,0.0,0.0,1,31011002181.0,7,12,99
3,1,20,0.0,0.0,65940.0,1017438,6.0,2.0,3,31011002181.0,7,4,99
3,1,50,0.0,0.0,197820.0,1017438,48.0,2.0,1,31011002181.0,4,1,49
3,1,26,0.0,0.0,197820.0,1017438,48.0,2.0,2,31011002181.0,7,4,99
3,1,25,0.0,0.0,180000.0,1017438,0.0,0.0,1,31011002181.0,2,1,24
3,2,27,2.0,18.0,0.0,1017438,0.0,0.0,2,31011002181.0,2,2,26
3,1,9,0.0,0.0,0.0,1017438,0.0,0.0,1,31011002181.0,7,3,99
3,2,1,0.0,0.0,0.0,1017438,0.0,0.0,1,31011002181.0,7,3,99
3,1,27,0.0,0.0,373660.0,373660,60.0,2.0,2,31011002182.0,2,1,20
3,2,27,1.0,20.0,0.0,373660,7.0,2.0,2,31011002182.0,2,2,20
3,2,7,0.0,0.0,0.0,373660,0.0,0.0,1,31011002182.0,7,3,99
3,1,65,0.0,0.0,307650.0,307650,77.0,2.0,2,31011002191.0,1,1,99
3,2,57,4.0,16.0,0.0,307650,0.0,0.0,2,31011002191.0,1,2,99
3,1,50,0.0,0.0,1796865.0,2522205,45.0,2.0,2,31011003081.0,1,1,41
3,2,48,3.0,21.0,0.0,2522205,0.0,0.0,2,31011003081.0,1,2,39
