region,sexo,edad,s5,s6,yoprcor,yoprcorh,o10,o27,e6a,e6b
13,2,63,2.0,26.0,2890000.0,2890000,50.0,2.0,4,7.0
13,1,67,0.0,0.0,1640463.0,1640463,15.0,1.0,4,5.0
13,2,72,1.0,33.0,0.0,1640463,0.0,0.0,3,4.0
13,1,38,0.0,0.0,1000000.0,1000000,49.0,2.0,3,1.0
13,1,27,0.0,0.0,1100000.0,2200000,45.0,2.0,3,1.0
13,1,35,0.0,0.0,1100000.0,2200000,45.0,1.0,3,1.0
13,1,30,0.0,0.0,350000.0,350000,60.0,2.0,3,2.0
13,2,25,0.0,0.0,0.0,350000,0.0,0.0,3,3.0
13,1,35,0.0,0.0,2000000.0,3000000,60.0,2.0,4,8.0
13,2,38,2.0,34.0,1000000.0,3000000,45.0,2.0,4,7.0
13,1,4,0.0,0.0,0.0,3000000,0.0,0.0,1,0.0
13,1,2,0.0,0.0,0.0,3000000,0.0,0.0,1,0.0
13,1,25,0.0,0.0,600000.0,750000,33.0,2.0,3,5.0
13,2,27,0.0,0.0,150000.0,750000,6.0,1.0,4,5.0
13,1,40,0.0,0.0,4500000.0,4500000,45.0,2.0,3,6.0
13,2,31,0.0,0.0,0.0,4500000,0.0,0.0,3,5.0
13,1,31,0.0,0.0,1100000.0,1100000,45.0,2.0,3,6.0
13,1,34,0.0,0.0,1500000.0,1500000,42.0,2.0,4,7.0
13,1,73,0.0,0.0,0.0,0,0.0,0.0,3,5.0
13,1,31,0.0,0.0,1100000.0,1900000,45.0,2.0,3,5.0
13,2,27,0.0,0.0,800000.0,1900000,45.0,2.0,3,5.0
13,1,35,0.0,0.0,750000.0,750000,45.0,2.0,3,2.0
13,1,59,0.0,0.0,800000.0,3500000,45.0,2.0,3,2.0
13,2,57,2.0,23.0,0.0,3500000,0.0,0.0,2,4.0
13,1,37,0.0,0.0,1800000.0,3500000,45.0,2.0,3,5.0
13,2,31,0.0,0.0,900000.0,3500000,45.0,2.0,3,5.0
13,2,32,0.0,0.0,320000.0,620000,53.0,2.0,3,2.0
13,2,42,2.0,18.0,300000.0,620000,53.0,2.0,3,5.0
13,1,54,0.0,0.0,250000.0,1550000,40.0,2.0,2,2.0
13,2,50,3.0,19.0,350000.0,1550000,60.0,2.0,2,2.0
13,2,30,1.0,27.0,300000.0,1550000,45.0,2.0,3,5.0
13,1,28,0.0,0.0,400000.0,1550000,45.0,2.0,3,2.0
13,2,13,0.0,0.0,0.0,1550000,0.0,0.0,1,7.0
13,1,30,0.0,0.0,250000.0,1550000,45.0,2.0,3,3.0
13,1,2,0.0,0.0,0.0,1550000,0.0,0.0,1,0.0
13,1,28,0.0,0.0,0.0,0,30.0,2.0,2,4.0
13,1,26,0.0,0.0,0.0,0,30.0,2.0,2,4.0
13,1,50,0.0,0.0,400000.0,880000,65.0,2.0,2,4.0
13,2,46,3.0,19.0,230000.0,880000,40.0,2.0,2,1.0
13,2,52,3.0,21.0,250000.0,880000,50.0,2.0,1,7.0
13,1,40,0.0,0.0,703455.0,1353455,40.0,2.0,3,5.0
13,1,32,0.0,0.0,650000.0,1353455,45.0,2.0,3,2.0
13,1,40,0.0,0.0,1700000.0,1700000,45.0,2.0,3,2.0
13,1,27,0.0,0.0,300000.0,1500000,60.0,1.0,2,4.0
13,1,28,0.0,0.0,300000.0,1500000,55.0,2.0,2,4.0
13,2,27,0.0,0.0,210000.0,1500000,50.0,2.0,3,5.0
13,1,35,0.0,0.0,370000.0,1500000,60.0,2.0,2,4.0
13,2,34,1.0,26.0,320000.0,1500000,48.0,2.0,2,3.0
13,1,30,0.0,0.0,1600000.0,3000000,45.0,2.0,3,5.0
13,2,27,1.0,25.0,1400000.0,3000000,45.0,2.0,3,5.0
13,1,2,0.0,0.0,0.0,3000000,0.0,0.0,1,0.0
13,1,86,0.0,0.0,0.0,0,0.0,0.0,2,2.0
13,2,81,4.0,27.0,0.0,0,0.0,0.0,2,6.0
13,2,74,0.0,0.0,0.0,0,0.0,0.0,3,7.0
13,1,47,0.0,0.0,230000.0,1030000,45.0,2.0,2,4.0
13,2,50,2.0,25.0,800000.0,1030000,45.0,1.0,3,6.0
13,1,51,0.0,0.0,250000.0,1150000,40.0,2.0,1,7.0
13,2,46,3.0,21.0,320000.0,1150000,45.0,2.0,2,2.0
13,1,24,0.0,0.0,400000.0,1150000,40.0,2.0,2,4.0
13,2,17,0.0,0.0,180000.0,1150000,45.0,2.0,2,3.0
13,2,15,0.0,0.0,0.0,1150000,0.0,0.0,2,1.0
13,1,41,0.0,0.0,600000.0,1660000,45.0,2.0,3,2.0
13,2,37,0.0,0.0,210000.0,1660000,45.0,2.0,2,4.0
13,2,26,0.0,0.0,450000.0,1660000,45.0,2.0,3,2.0
13,1,29,0.0,0.0,400000.0,1660000,45.0,2.0,3,2.0
13,1,53,0.0,0.0,700000.0,700000,45.0,2.0,3,2.0
13,1,40,0.0,0.0,300000.0,500000,30.0,2.0,1,5.0
13,2,38,2.0,17.0,200000.0,500000,36.0,2.0,1,7.0
13,1,37,0.0,0.0,300000.0,600000,48.0,2.0,2,4.0
13,2,39,0.0,0.0,300000.0,600000,48.0,2.0,2,4.0
13,2,37,3.0,16.0,300000.0,800000,30.0,2.0,2,3.0
13,1,20,0.0,0.0,200000.0,800000,45.0,2.0,1,7.0
13,1,35,0.0,0.0,300000.0,800000,45.0,2.0,1,8.0
13,1,27,0.0,0.0,480000.0,1000000,35.0,2.0,3,5.0
13,2,26,1.0,25.0,520000.0,1000000,35.0,2.0,3,5.0
13,2,1,0.0,0.0,0.0,1000000,0.0,0.0,1,0.0
13,1,35,0.0,0.0,1000000.0,1750000,40.0,2.0,3,4.0
13,1,29,0.0,0.0,750000.0,1750000,36.0,2.0,3,3.0
13,1,47,0.0,0.0,750000.0,750000,40.0,2.0,3,5.0
13,2,19,0.0,0.0,0.0,750000,0.0,0.0,3,1.0
13,1,33,0.0,0.0,850000.0,850000,30.0,2.0,4,6.0
13,2,51,2.0,24.0,0.0,1000000,0.0,0.0,2,2.0
13,2,28,0.0,0.0,1000000.0,1000000,45.0,2.0,3,5.0
13,1,33,0.0,0.0,700000.0,700000,40.0,1.0,3,5.0
13,1,30,0.0,0.0,733000.0,2333000,40.0,2.0,4,6.0
13,1,31,0.0,0.0,800000.0,2333000,40.0,2.0,4,6.0
13,1,33,0.0,0.0,800000.0,2333000,40.0,2.0,4,6.0
13,2,21,0.0,0.0,350000.0,350000,8.0,2.0,3,2.0
13,2,19,0.0,0.0,0.0,350000,0.0,0.0,3,1.0
13,1,37,0.0,0.0,850000.0,850000,30.0,2.0,3,6.0
13,2,35,0.0,0.0,0.0,850000,0.0,0.0,3,6.0
13,1,23,0.0,0.0,500000.0,950000,36.0,2.0,3,4.0
13,1,25,0.0,0.0,450000.0,950000,36.0,2.0,3,5.0
13,2,35,1.0,20.0,355000.0,1390000,40.0,2.0,2,4.0
13,1,39,0.0,0.0,375000.0,1390000,40.0,2.0,1,8.0
13,2,30,1.0,18.0,310000.0,1390000,40.0,2.0,2,4.0
13,1,36,0.0,0.0,350000.0,1390000,40.0,2.0,2,4.0
13,2,36,2.0,22.0,190000.0,190000,30.0,2.0,1,5.0
13,2,67,5.0,20.0,0.0,0,0.0,0.0,1,2.0
13,1,50,0.0,0.0,700000.0,1300000,44.0,2.0,3,5.0
13,2,52,2.0,29.0,600000.0,1300000,44.0,2.0,2,5.0
13,2,21,0.0,0.0,0.0,1300000,0.0,0.0,3,2.0
13,2,19,0.0,0.0,0.0,1300000,0.0,0.0,3,1.0
13,1,30,0.0,0.0,900000.0,1700000,36.0,2.0,3,5.0
13,2,27,1.0,22.0,800000.0,1700000,36.0,2.0,3,5.0
13,2,5,0.0,0.0,0.0,1700000,0.0,0.0,1,0.0
13,1,22,0.0,0.0,250000.0,450000,24.0,2.0,3,3.0
13,1,19,0.0,0.0,200000.0,450000,30.0,2.0,3,1.0
13,2,44,1.0,28.0,1000000.0,1200000,48.0,2.0,4,6.0
13,1,18,0.0,0.0,200000.0,1200000,9.0,2.0,2,4.0
13,2,61,3.0,20.0,0.0,0,0.0,0.0,2,6.0
13,2,31,0.0,0.0,670000.0,670000,60.0,1.0,3,5.0
13,1,66,0.0,0.0,450000.0,900000,36.0,2.0,3,3.0
13,2,46,0.0,0.0,450000.0,900000,44.0,2.0,3,5.0
13,2,66,1.0,20.0,0.0,900000,0.0,0.0,1,5.0
13,2,53,2.0,31.0,383395.0,383395,48.0,2.0,3,3.0
13,1,19,0.0,0.0,0.0,383395,0.0,0.0,3,1.0
