region,sexo,edad,s7,s8,ytrabaj,ytrabhaj,o10,o27,e6a,folio,ecivil,pco2,nv
10,2,53,3.0,18.0,297829.0,829927,48.0,2.0,1,101011001011.0,1,1,30
10,1,54,0.0,0.0,308635.0,829927,45.0,2.0,1,101011001011.0,1,2,31
10,1,23,0.0,0.0,223463.0,829927,45.0,2.0,2,101011001011.0,7,3,99
10,1,62,0.0,0.0,0.0,298928,0.0,0.0,1,101011001021.0,2,1,99
10,2,49,1.0,26.0,298928.0,298928,45.0,2.0,3,101011001021.0,2,2,99
10,2,30,2.0,22.0,276582.0,276582,45.0,2.0,2,101011001031.0,7,1,26
10,2,8,0.0,0.0,0.0,276582,0.0,0.0,1,101011001031.0,7,4,99
10,1,4,0.0,0.0,0.0,276582,0.0,0.0,1,101011001031.0,7,4,99
10,2,49,0.0,0.0,922950.0,922950,60.0,2.0,3,101011001041.0,7,1,99
10,2,73,4.0,23.0,0.0,922950,0.0,0.0,3,101011001041.0,6,12,99
10,1,49,0.0,0.0,309918.0,309918,45.0,2.0,2,101011001051.0,4,1,99
10,2,31,1.0,29.0,258265.0,463365,45.0,2.0,2,101011001071.0,2,1,30
10,1,37,0.0,0.0,205100.0,463365,45.0,2.0,2,101011001071.0,2,2,99
10,1,1,0.0,0.0,0.0,463365,0.0,0.0,1,101011001071.0,7,4,99
10,2,33,3.0,20.0,0.0,885428,0.0,0.0,2,101011001081.0,1,1,29
10,1,36,0.0,0.0,885428.0,885428,45.0,2.0,3,101011001081.0,1,2,32
10,2,12,0.0,0.0,0.0,885428,0.0,0.0,1,101011001081.0,7,3,99
10,1,9,0.0,0.0,0.0,885428,0.0,0.0,1,101011001081.0,7,3,99
10,2,4,0.0,0.0,0.0,885428,0.0,0.0,1,101011001081.0,7,3,99
10,1,46,0.0,0.0,935524.0,1155324,72.0,2.0,2,101011001091.0,1,1,38
10,2,42,3.0,16.0,219800.0,1155324,0.0,0.0,2,101011001091.0,1,2,34
10,2,24,0.0,0.0,0.0,1155324,0.0,0.0,3,101011001091.0,7,3,99
10,2,20,0.0,0.0,0.0,1155324,0.0,0.0,3,101011001091.0,7,3,99
10,2,8,0.0,0.0,0.0,1155324,0.0,0.0,1,101011001091.0,7,3,99
10,1,52,0.0,0.0,779380.0,779380,45.0,2.0,1,101011001111.0,7,1,99
10,1,46,0.0,0.0,369180.0,643930,24.0,2.0,2,101011001121.0,2,1,46
10,2,35,2.0,33.0,274750.0,643930,45.0,2.0,2,101011001121.0,2,2,35
10,1,2,0.0,0.0,0.0,643930,0.0,0.0,1,101011001121.0,7,3,99
10,1,0,0.0,0.0,0.0,643930,0.0,0.0,1,101011001121.0,7,3,99
10,2,59,0.0,0.0,1007417.0,1007417,30.0,2.0,3,101011001131.0,7,1,99
10,2,37,5.0,16.0,170910.0,339678,30.0,2.0,1,101011001141.0,4,1,35
10,1,21,0.0,0.0,168768.0,339678,48.0,2.0,2,101011001141.0,2,1,19
10,2,18,1.0,15.0,0.0,339678,0.0,0.0,2,101011001141.0,2,2,16
10,2,19,1.0,15.0,0.0,339678,0.0,0.0,1,101011001141.0,7,4,99
10,2,3,0.0,0.0,0.0,339678,0.0,0.0,1,101011001141.0,7,3,99
10,2,2,0.0,0.0,0.0,339678,0.0,0.0,1,101011001141.0,7,3,99
10,2,34,0.0,0.0,754647.0,754647,13.0,2.0,3,101011001151.0,7,1,99
10,2,64,3.0,17.0,0.0,0,0.0,0.0,1,101011001171.0,7,1,99
10,1,56,0.0,0.0,0.0,0,0.0,0.0,1,101011001171.0,7,12,99
10,2,97,11.0,25.0,0.0,0,0.0,0.0,1,101011001171.0,6,12,99
10,2,30,2.0,18.0,250847.0,501969,48.0,2.0,1,101011001191.0,1,1,22
10,1,29,0.0,0.0,251122.0,501969,48.0,2.0,2,101011001191.0,1,2,21
10,2,8,0.0,0.0,0.0,501969,0.0,0.0,1,101011001191.0,7,3,99
10,1,43,0.0,0.0,318086.0,537886,48.0,2.0,2,101011001201.0,6,1,43
10,2,20,1.0,19.0,0.0,537886,0.0,0.0,1,101011001201.0,2,1,20
10,1,18,0.0,0.0,0.0,537886,0.0,0.0,2,101011001201.0,7,4,99
10,2,12,0.0,0.0,0.0,537886,0.0,0.0,1,101011001201.0,7,4,99
10,1,8,0.0,0.0,0.0,537886,0.0,0.0,1,101011001201.0,7,4,99
10,1,29,0.0,0.0,219800.0,537886,45.0,2.0,2,101011001201.0,2,2,29
10,1,0,0.0,0.0,0.0,537886,0.0,0.0,1,101011001201.0,7,3,99
10,2,69,5.0,29.0,0.0,0,0.0,0.0,1,101011001211.0,4,1,99
10,1,11,0.0,0.0,0.0,0,0.0,0.0,1,101011001211.0,7,12,99
10,1,55,0.0,0.0,465610.0,909240,45.0,2.0,2,101011001221.0,1,1,44
10,2,47,3.0,27.0,443630.0,909240,45.0,2.0,2,101011001221.0,1,2,36
10,2,21,0.0,0.0,0.0,909240,0.0,0.0,3,101011001221.0,7,3,99
10,2,15,0.0,0.0,0.0,909240,0.0,0.0,2,101011001221.0,7,3,99
10,2,11,0.0,0.0,0.0,909240,0.0,0.0,1,101011001221.0,7,3,99
10,1,55,0.0,0.0,465610.0,465610,45.0,2.0,2,101011001231.0,1,1,99
10,2,50,3.0,17.0,0.0,465610,0.0,0.0,2,101011001231.0,1,2,99
10,2,60,4.0,21.0,366333.0,1311473,42.0,2.0,2,101011001241.0,2,1,60
10,1,56,0.0,0.0,164850.0,1311473,60.0,2.0,1,101011001241.0,2,2,56
10,1,37,0.0,0.0,307720.0,1311473,60.0,2.0,2,101011001241.0,7,3,99
10,1,32,0.0,0.0,252770.0,1311473,45.0,2.0,2,101011001241.0,7,3,99
10,2,30,1.0,19.0,219800.0,1311473,45.0,2.0,2,101011001241.0,1,1,30
10,1,30,0.0,0.0,0.0,1311473,0.0,0.0,2,101011001241.0,1,2,30
10,2,10,0.0,0.0,0.0,1311473,0.0,0.0,1,101011001241.0,7,3,99
10,1,0,0.0,0.0,0.0,1311473,0.0,0.0,1,101011001241.0,7,3,99
10,1,23,0.0,0.0,274750.0,274750,45.0,2.0,2,101011001251.0,7,1,99
10,1,25,0.0,0.0,0.0,274750,54.0,2.0,2,101011001251.0,7,13,99
10,1,44,0.0,0.0,0.0,0,0.0,0.0,3,101011001261.0,5,1,99
10,2,85,3.0,31.0,0.0,478566,0.0,0.0,1,101011001281.0,6,1,34
10,1,51,0.0,0.0,478566.0,478566,10.0,2.0,2,101011001281.0,4,4,99
10,2,85,2.0,35.0,0.0,136917,0.0,0.0,1,101011001291.0,6,1,80
10,2,23,1.0,17.0,136917.0,136917,15.0,2.0,2,101011001291.0,7,1,18
10,2,5,0.0,0.0,0.0,136917,0.0,0.0,1,101011001291.0,7,4,99
10,2,62,4.0,20.0,553770.0,753788,50.0,2.0,1,101011001301.0,1,1,99
10,1,65,0.0,0.0,200018.0,753788,45.0,2.0,1,101011001301.0,1,2,99
10,2,42,1.0,27.0,274750.0,274750,35.0,2.0,2,101011002011.0,3,1,24
10,2,18,0.0,0.0,0.0,274750,0.0,0.0,3,101011002011.0,7,4,99
10,2,66,1.0,23.0,0.0,0,0.0,0.0,2,101011002021.0,6,1,99
10,1,50,0.0,0.0,0.0,615300,36.0,2.0,3,101011002031.0,1,1,34
10,2,48,2.0,24.0,615300.0,615300,36.0,2.0,3,101011002031.0,1,2,32
10,2,16,0.0,0.0,0.0,615300,0.0,0.0,2,101011002031.0,7,3,99
10,1,46,0.0,0.0,205100.0,410200,56.0,2.0,2,101011002041.0,7,1,99
10,1,48,0.0,0.0,205100.0,410200,56.0,2.0,2,101011002041.0,7,12,99
10,1,37,0.0,0.0,191226.0,382452,42.0,2.0,1,101011002051.0,2,1,36
10,2,40,6.0,15.0,0.0,382452,0.0,0.0,1,101011002051.0,2,2,39
10,2,23,3.0,14.0,191226.0,382452,42.0,2.0,1,101011002051.0,7,1,22
10,2,1,0.0,0.0,0.0,382452,0.0,0.0,1,101011002051.0,7,4,99
