region,sexo,edad,s5,s6,yoprcor,yoprcorh,o10,o27,e6a,folio,ecivil,pco2,nv
14,1,57,0.0,0.0,2400000.0,3250000,40.0,1.0,3,141011001011.0,1,1,53
14,2,36,3.0,25.0,850000.0,3250000,14.0,2.0,3,141011001011.0,1,2,32
14,1,11,0.0,0.0,0.0,3250000,0.0,0.0,1,141011001011.0,7,3,99
14,2,9,0.0,0.0,0.0,3250000,0.0,0.0,1,141011001011.0,7,3,99
14,2,4,0.0,0.0,0.0,3250000,0.0,0.0,1,141011001011.0,7,3,99
14,1,70,0.0,0.0,0.0,0,0.0,0.0,4,141011001021.0,1,1,99
14,2,70,2.0,26.0,0.0,0,0.0,0.0,3,141011001021.0,1,2,99
14,1,72,0.0,0.0,1000000.0,1300000,40.0,2.0,3,141011001031.0,1,1,47
14,2,59,2.0,30.0,300000.0,1300000,74.0,2.0,3,141011001031.0,1,2,34
14,1,25,0.0,0.0,0.0,1300000,0.0,0.0,3,141011001031.0,7,3,99
14,2,90,3.0,31.0,0.0,0,0.0,0.0,2,141011002021.0,6,1,99
14,2,26,0.0,0.0,0.0,0,0.0,0.0,3,141011002021.0,7,12,99
14,1,57,0.0,0.0,300800.0,1860800,45.0,2.0,2,141011002022.0,1,1,26
14,2,54,3.0,19.0,150000.0,1860800,45.0,2.0,2,141011002022.0,1,2,23
14,1,34,0.0,0.0,1200000.0,1860800,45.0,2.0,3,141011002022.0,7,3,99
14,1,31,0.0,0.0,210000.0,1860800,45.0,2.0,2,141011002022.0,7,3,99
14,2,55,3.0,23.0,0.0,510000,0.0,0.0,2,141011002031.0,1,1,36
14,1,39,0.0,0.0,300000.0,510000,45.0,2.0,3,141011002031.0,1,2,99
14,2,22,0.0,0.0,210000.0,510000,45.0,2.0,2,141011002031.0,7,4,99
14,1,19,0.0,0.0,0.0,510000,0.0,0.0,2,141011002031.0,7,4,99
14,1,61,0.0,0.0,1200000.0,2150000,44.0,2.0,3,141011002041.0,1,1,99
14,2,58,3.0,25.0,950000.0,2150000,38.0,2.0,3,141011002041.0,1,2,99
14,2,63,4.0,21.0,0.0,250000,0.0,0.0,2,141011002051.0,6,1,61
14,2,30,1.0,28.0,250000.0,250000,45.0,2.0,3,141011002051.0,7,1,28
14,1,2,0.0,0.0,0.0,250000,0.0,0.0,1,141011002051.0,7,4,99
14,1,93,0.0,0.0,2500000.0,4350000,44.0,2.0,3,141011002061.0,1,1,70
14,2,52,4.0,19.0,0.0,4350000,0.0,0.0,2,141011002061.0,1,2,29
14,2,28,0.0,0.0,1500000.0,4350000,44.0,2.0,3,141011002061.0,7,3,99
14,1,24,0.0,0.0,350000.0,4350000,44.0,2.0,3,141011002061.0,7,3,99
14,2,23,0.0,0.0,0.0,4350000,0.0,0.0,3,141011002061.0,7,3,99
14,2,50,2.0,27.0,210000.0,360000,45.0,2.0,3,141011002071.0,2,1,27
14,2,21,0.0,0.0,0.0,360000,0.0,0.0,3,141011002071.0,7,4,99
14,2,23,0.0,0.0,0.0,360000,0.0,0.0,3,141011002071.0,7,4,99
14,1,51,0.0,0.0,150000.0,360000,45.0,2.0,2,141011002071.0,2,2,99
14,1,44,0.0,0.0,200000.0,550000,40.0,2.0,3,141011003011.0,1,1,43
14,2,43,3.0,33.0,350000.0,550000,16.0,2.0,3,141011003011.0,1,2,42
14,2,9,0.0,0.0,0.0,550000,0.0,0.0,1,141011003011.0,7,3,99
14,2,3,0.0,0.0,0.0,550000,0.0,0.0,1,141011003011.0,7,3,99
14,2,1,0.0,0.0,0.0,550000,0.0,0.0,1,141011003011.0,7,3,99
14,1,73,0.0,0.0,1200000.0,1450000,45.0,2.0,4,141011003021.0,1,1,44
14,2,69,4.0,22.0,250000.0,1450000,30.0,2.0,3,141011003021.0,1,2,40
14,1,29,0.0,0.0,0.0,1450000,0.0,0.0,3,141011003021.0,7,3,99
14,2,53,2.0,26.0,210000.0,210000,45.0,2.0,3,141011003031.0,4,1,53
14,2,23,1.0,22.0,0.0,210000,0.0,0.0,3,141011003031.0,7,1,23
14,1,26,0.0,0.0,0.0,210000,0.0,0.0,3,141011003031.0,7,4,99
14,2,0,0.0,0.0,0.0,210000,0.0,0.0,1,141011003031.0,7,4,99
14,1,67,0.0,0.0,200000.0,1985000,40.0,2.0,2,141011003141.0,1,1,44
14,2,54,2.0,22.0,185000.0,1985000,40.0,2.0,2,141011003141.0,1,2,31
14,1,8,0.0,0.0,0.0,1985000,0.0,0.0,1,141011003141.0,7,4,99
14,1,23,0.0,0.0,400000.0,1985000,66.0,2.0,3,141011003141.0,7,3,99
14,2,31,1.0,22.0,1200000.0,1985000,40.0,2.0,3,141011003141.0,4,1,8
14,2,19,0.0,0.0,0.0,0,0.0,0.0,3,141011003151.0,7,1,99
14,2,47,3.0,25.0,300000.0,300000,16.0,2.0,3,141011003201.0,7,1,33
14,1,14,0.0,0.0,0.0,300000,0.0,0.0,1,141011003201.0,7,4,99
14,1,23,0.0,0.0,40000.0,100000,0.0,2.0,3,141011003211.0,7,1,99
14,1,22,0.0,0.0,60000.0,100000,8.0,2.0,3,141011003211.0,7,1,99
14,1,21,0.0,0.0,0.0,0,0.0,0.0,3,141011003241.0,7,1,99
14,2,19,0.0,0.0,0.0,0,0.0,0.0,3,141011003241.0,7,1,99
14,2,75,2.0,35.0,0.0,350000,0.0,0.0,2,141011003281.0,6,1,45
14,2,38,2.0,26.0,0.0,350000,0.0,0.0,3,141011003281.0,4,1,8
14,2,7,0.0,0.0,0.0,350000,0.0,0.0,1,141011003281.0,7,4,99
14,2,12,99.0,0.0,0.0,350000,0.0,0.0,1,141011003281.0,7,4,99
14,1,30,0.0,0.0,350000.0,350000,8.0,1.0,3,141011003281.0,7,4,99
14,1,72,0.0,0.0,500000.0,500000,30.0,2.0,3,141011003291.0,1,1,99
14,2,70,1.0,34.0,0.0,500000,0.0,0.0,3,141011003291.0,1,2,99
14,2,61,3.0,21.0,0.0,380000,0.0,0.0,2,141011004031.0,1,1,57
14,1,64,0.0,0.0,180000.0,380000,15.0,2.0,2,141011004031.0,1,2,60
