region,sexo,edad,s7,s8,ytrabaj,ytrabhaj,o10,o27,e6a,folio,ecivil,pco2,nv
14,2,47,3.0,17.0,30000.0,30000,0.0,0.0,3,141011001011.0,7,1,30
14,2,17,0.0,0.0,0.0,30000,0.0,0.0,2,141011001011.0,7,4,99
14,2,37,1.0,23.0,0.0,0,0.0,0.0,2,141011001021.0,4,1,24
14,2,13,0.0,0.0,0.0,0,0.0,0.0,1,141011001021.0,7,4,99
14,2,32,0.0,0.0,1133619.0,1133619,45.0,2.0,3,141011001031.0,7,1,99
14,2,73,3.0,24.0,0.0,615300,0.0,0.0,1,141011001051.0,6,1,21
14,2,52,0.0,0.0,615300.0,615300,45.0,2.0,3,141011001051.0,7,4,99
14,1,56,0.0,0.0,895686.0,1680556,60.0,2.0,3,141011001061.0,1,1,99
14,2,50,1.0,27.0,784870.0,1680556,60.0,2.0,3,141011001061.0,1,2,99
14,2,59,3.0,28.0,0.0,246120,8.0,2.0,3,141011001071.0,5,1,35
14,1,24,0.0,0.0,246120.0,246120,18.0,2.0,3,141011001071.0,7,4,99
14,2,86,10.0,20.0,0.0,61530,0.0,0.0,2,141011001091.0,6,1,99
14,2,22,0.0,0.0,61530.0,61530,8.0,2.0,3,141011001091.0,7,12,99
14,2,77,0.0,0.0,0.0,0,0.0,0.0,1,141011001111.0,7,1,99
14,2,33,0.0,0.0,552248.0,552248,45.0,2.0,3,141011001121.0,2,1,99
14,1,23,0.0,0.0,0.0,552248,0.0,0.0,3,141011001121.0,2,2,99
14,2,67,2.0,26.0,164850.0,575050,40.0,2.0,1,141011001131.0,6,1,28
14,1,39,0.0,0.0,410200.0,575050,40.0,2.0,2,141011001131.0,7,4,99
14,2,24,0.0,0.0,190036.0,190036,20.0,2.0,3,141011001141.0,7,1,99
14,1,88,0.0,0.0,0.0,801368,0.0,0.0,1,141011001151.0,2,1,53
14,1,35,0.0,0.0,410200.0,801368,40.0,2.0,3,141011001151.0,7,3,99
14,2,58,3.0,26.0,0.0,801368,0.0,0.0,1,141011001151.0,2,2,23
14,2,33,0.0,0.0,391168.0,801368,45.0,2.0,3,141011001151.0,7,1,-2
14,1,31,0.0,0.0,1640800.0,2153550,5.0,2.0,3,141011001161.0,2,1,99
14,2,29,1.0,20.0,512750.0,2153550,24.0,2.0,3,141011001161.0,2,2,21
14,1,8,0.0,0.0,0.0,2153550,0.0,0.0,1,141011001161.0,7,5,99
14,2,32,1.0,20.0,410200.0,410200,14.0,2.0,3,141011001171.0,7,1,21
14,2,11,0.0,0.0,0.0,410200,0.0,0.0,1,141011001171.0,7,4,99
14,1,36,0.0,0.0,734498.0,734498,20.0,1.0,4,141011002011.0,7,1,99
14,1,65,0.0,0.0,2564333.0,2564333,40.0,2.0,3,141011002071.0,1,1,99
14,2,64,2.0,18.0,0.0,2564333,0.0,0.0,2,141011002071.0,1,2,99
14,2,16,0.0,0.0,0.0,2564333,0.0,0.0,2,141011002071.0,7,12,99
14,1,50,0.0,0.0,3255962.0,4140657,50.0,2.0,3,141011003011.0,1,1,26
