region,sexo,edad,s7,s8,ytrabaj,ytrabhaj,o10,o27,e6a,e6b
4,2,80,1.0,20.0,0.0,137375,0.0,0.0,2,2
4,2,77,3.0,20.0,0.0,137375,0.0,0.0,2,2
4,2,60,0.0,0.0,137375.0,137375,45.0,2.0,2,2
4,1,89,0.0,0.0,0.0,0,0.0,0.0,2,2
4,2,70,2.0,24.0,0.0,0,0.0,0.0,1,1
4,2,76,8.0,22.0,0.0,0,0.0,0.0,2,2
4,2,51,0.0,0.0,0.0,0,0.0,0.0,1,1
4,1,65,0.0,0.0,1230600.0,2256100,45.0,2.0,3,1
4,2,67,3.0,24.0,1025500.0,2256100,45.0,2.0,2,1
4,2,66,4.0,25.0,225200.0,225200,56.0,2.0,2,2
4,2,37,2.0,19.0,131880.0,401464,66.0,2.0,2,2
4,1,50,0.0,0.0,164080.0,401464,45.0,2.0,1,1
4,1,17,0.0,0.0,105504.0,401464,24.0,2.0,2,2
4,1,2,0.0,0.0,0.0,401464,0.0,0.0,1,7
4,2,44,1.0,20.0,46148.0,46148,999.0,2.0,1,2
4,1,37,0.0,0.0,534114.0,534114,45.0,2.0,2,2
4,2,73,8.0,16.0,0.0,0,0.0,0.0,1,2
4,2,56,2.0,26.0,410200.0,410200,21.0,2.0,3,2
4,1,44,0.0,0.0,82040.0,426608,10.0,2.0,1,1
4,2,48,4.0,33.0,344568.0,426608,49.0,2.0,2,2
4,2,21,2.0,18.0,0.0,0,0.0,0.0,2,2
4,1,3,0.0,0.0,0.0,0,0.0,0.0,1,7
4,1,0,0.0,0.0,0.0,0,0.0,0.0,1,7
4,2,26,1.0,20.0,21980.0,219800,8.0,2.0,2,2
4,1,42,0.0,0.0,197820.0,219800,50.0,2.0,1,1
4,2,5,0.0,0.0,0.0,219800,0.0,0.0,1,7
4,1,42,0.0,0.0,1435700.0,2230093,70.0,2.0,2,1
4,2,42,2.0,29.0,794393.0,2230093,45.0,2.0,3,1
4,2,13,0.0,0.0,0.0,2230093,0.0,0.0,1,2
4,1,55,0.0,0.0,333573.0,816908,70.0,2.0,2,2
4,2,50,3.0,17.0,483335.0,816908,70.0,2.0,2,1
4,1,16,0.0,0.0,0.0,816908,0.0,0.0,2,2
4,2,44,4.0,18.0,131880.0,2338252,15.0,2.0,2,1
4,1,46,0.0,0.0,615300.0,2338252,45.0,2.0,2,1
4,1,26,0.0,0.0,1230600.0,2338252,50.0,2.0,3,1
4,2,24,1.0,23.0,0.0,2338252,0.0,0.0,2,1
4,1,25,0.0,0.0,274750.0,2338252,50.0,2.0,3,1
4,1,19,0.0,0.0,85722.0,2338252,20.0,2.0,2,1
4,2,17,0.0,0.0,0.0,2338252,0.0,0.0,2,2
4,2,0,0.0,0.0,0.0,2338252,0.0,0.0,1,7
4,2,66,2.0,20.0,41020.0,41020,5.0,2.0,2,2
4,1,26,0.0,0.0,530817.0,530817,70.0,2.0,2,1
4,1,36,0.0,0.0,236285.0,236285,48.0,2.0,2,1
4,2,25,0.0,0.0,208810.0,397838,45.0,2.0,3,2
4,1,24,0.0,0.0,189028.0,397838,30.0,2.0,2,1
4,1,29,0.0,0.0,157157.0,157157,45.0,2.0,1,2
4,1,39,0.0,0.0,280245.0,280245,56.0,2.0,2,1
4,2,48,2.0,20.0,305888.0,305888,48.0,2.0,2,2
4,1,60,0.0,0.0,410200.0,1095976,45.0,2.0,1,2
4,2,56,4.0,18.0,0.0,1095976,0.0,0.0,1,2
4,2,26,1.0,25.0,0.0,1095976,0.0,0.0,2,1
4,1,35,0.0,0.0,337393.0,1095976,50.0,2.0,2,1
4,1,23,0.0,0.0,348383.0,1095976,45.0,2.0,2,1
4,1,0,0.0,0.0,0.0,1095976,0.0,0.0,1,7
4,1,64,0.0,0.0,1648500.0,1648500,20.0,2.0,3,1
4,2,58,2.0,20.0,0.0,1648500,0.0,0.0,2,2
4,2,89,5.0,25.0,0.0,1648500,0.0,0.0,2,2
4,2,60,4.0,27.0,429984.0,1648500,45.0,2.0,3,1
4,1,50,0.0,0.0,2086269.0,2086269,45.0,2.0,3,1
4,1,24,0.0,0.0,0.0,2086269,0.0,0.0,3,2
4,2,49,1.0,25.0,0.0,2086269,0.0,0.0,2,2
4,2,21,1.0,20.0,0.0,2086269,0.0,0.0,3,2
4,2,2,0.0,0.0,0.0,2086269,0.0,0.0,1,7
4,2,34,3.0,20.0,241780.0,241780,45.0,2.0,3,1
4,2,15,0.0,0.0,0.0,241780,0.0,0.0,2,2
4,2,14,0.0,0.0,0.0,241780,0.0,0.0,2,2
4,1,9,0.0,0.0,0.0,241780,0.0,0.0,1,2
4,1,7,0.0,0.0,0.0,241780,0.0,0.0,1,2
4,2,57,2.0,22.0,0.0,241780,0.0,0.0,2,2
4,1,53,0.0,0.0,4580998.0,6527784,45.0,2.0,3,1
4,1,28,0.0,0.0,410200.0,6527784,50.0,2.0,2,2
4,2,50,1.0,23.0,1536586.0,6527784,45.0,2.0,2,2
4,1,45,0.0,0.0,164080.0,552370,8.0,2.0,2,1
4,2,31,2.0,19.0,388290.0,552370,7.0,1.0,2,1
4,2,12,0.0,0.0,0.0,552370,0.0,0.0,1,2
4,2,2,0.0,0.0,0.0,552370,0.0,0.0,1,7
4,1,35,0.0,0.0,317905.0,317905,54.0,2.0,2,2
4,2,32,3.0,18.0,0.0,317905,0.0,0.0,2,1
4,1,13,0.0,0.0,0.0,317905,0.0,0.0,1,2
4,1,9,0.0,0.0,0.0,317905,0.0,0.0,1,2
4,2,0,0.0,0.0,0.0,317905,0.0,0.0,1,7
4,2,49,1.0,34.0,399761.0,689164,60.0,2.0,3,1
4,2,34,0.0,0.0,289403.0,689164,45.0,2.0,3,1
4,1,15,0.0,0.0,0.0,689164,0.0,0.0,2,2
4,1,28,0.0,0.0,263760.0,483560,45.0,2.0,2,1
4,2,26,3.0,17.0,219800.0,483560,45.0,2.0,2,1
4,2,9,0.0,0.0,0.0,483560,0.0,0.0,1,2
4,2,7,0.0,0.0,0.0,483560,0.0,0.0,1,2
4,1,59,0.0,0.0,0.0,521110,0.0,0.0,3,1
4,2,60,2.0,28.0,0.0,521110,0.0,0.0,3,2
4,1,26,0.0,0.0,521110.0,521110,45.0,2.0,3,1
4,1,51,0.0,0.0,1442959.0,1937509,48.0,2.0,3,1
4,2,43,0.0,0.0,494550.0,1937509,45.0,2.0,2,1
4,1,43,0.0,0.0,443263.0,996426,45.0,2.0,3,1
4,2,39,2.0,34.0,553163.0,996426,45.0,2.0,3,1
4,1,15,0.0,0.0,0.0,996426,0.0,0.0,2,2
4,1,9,0.0,0.0,0.0,996426,0.0,0.0,1,2
4,2,66,4.0,21.0,0.0,310772,0.0,0.0,1,2
4,1,43,0.0,0.0,0.0,310772,0.0,0.0,1,2
4,2,27,1.0,20.0,110754.0,310772,30.0,2.0,2,1
4,1,7,0.0,0.0,0.0,310772,0.0,0.0,1,2
4,2,21,1.0,18.0,200018.0,310772,60.0,2.0,2,1
4,2,5,0.0,0.0,0.0,310772,0.0,0.0,1,7
4,1,25,0.0,0.0,439600.0,659400,45.0,2.0,3,1
4,2,3,0.0,0.0,0.0,659400,0.0,0.0,1,7
4,2,26,2.0,24.0,219800.0,659400,45.0,2.0,2,1
4,1,0,0.0,0.0,0.0,659400,0.0,0.0,1,7
4,1,49,0.0,0.0,472570.0,472570,70.0,2.0,2,1
4,2,49,2.0,26.0,0.0,472570,0.0,0.0,2,1
4,2,23,0.0,0.0,0.0,472570,0.0,0.0,3,2
4,2,18,0.0,0.0,0.0,472570,0.0,0.0,3,2
4,1,30,0.0,0.0,0.0,0,0.0,0.0,2,1
4,2,27,2.0,19.0,0.0,0,0.0,0.0,3,1
4,1,6,0.0,0.0,0.0,0,0.0,0.0,1,2
4,1,0,0.0,0.0,0.0,0,0.0,0.0,1,7
4,2,53,4.0,17.0,0.0,442918,0.0,0.0,2,2
4,1,21,0.0,0.0,442918.0,442918,9.0,2.0,3,2
4,1,52,0.0,0.0,1435700.0,1435700,45.0,2.0,2,1
4,2,50,3.0,28.0,0.0,1435700,0.0,0.0,2,1
4,2,20,0.0,0.0,0.0,1435700,0.0,0.0,3,2
4,2,16,0.0,0.0,0.0,1435700,0.0,0.0,2,2
4,1,46,0.0,0.0,838903.0,1628351,45.0,2.0,3,1
4,2,46,3.0,25.0,789448.0,1628351,45.0,2.0,3,1
4,1,21,0.0,0.0,0.0,1628351,0.0,0.0,3,2
4,2,13,0.0,0.0,0.0,1628351,0.0,0.0,1,2
4,1,6,0.0,0.0,0.0,1628351,0.0,0.0,1,7
4,2,39,3.0,16.0,595527.0,595527,45.0,1.0,3,1
4,2,22,1.0,20.0,0.0,595527,45.0,2.0,3,2
4,1,19,0.0,0.0,0.0,595527,0.0,0.0,3,2
4,2,1,0.0,0.0,0.0,595527,0.0,0.0,1,7
4,1,5,0.0,0.0,0.0,595527,0.0,0.0,1,7
4,1,46,0.0,0.0,549500.0,549500,40.0,2.0,3,1
4,2,49,3.0,23.0,0.0,549500,0.0,0.0,2,1
4,1,14,0.0,0.0,0.0,549500,0.0,0.0,2,2
4,1,58,0.0,0.0,615300.0,615300,65.0,2.0,2,1
4,2,59,2.0,24.0,0.0,615300,0.0,0.0,2,2
4,1,37,0.0,0.0,1640800.0,1774512,63.0,2.0,2,1
4,2,38,3.0,19.0,0.0,1774512,0.0,0.0,2,2
4,1,19,0.0,0.0,133712.0,1774512,16.0,2.0,3,2
4,2,15,0.0,0.0,0.0,1774512,0.0,0.0,2,2
4,1,3,0.0,0.0,0.0,1774512,0.0,0.0,1,7
4,2,43,2.0,20.0,2306801.0,2958417,44.0,2.0,3,1
4,2,22,0.0,0.0,651616.0,2958417,44.0,2.0,3,1
4,1,15,0.0,0.0,0.0,2958417,0.0,0.0,1,2
4,1,38,0.0,0.0,60000.0,279800,0.0,0.0,3,1
4,2,41,2.0,29.0,219800.0,279800,30.0,2.0,3,1
4,2,12,0.0,0.0,0.0,279800,0.0,0.0,1,2
4,2,7,0.0,0.0,0.0,279800,0.0,0.0,1,2
4,1,53,0.0,0.0,494550.0,657649,72.0,2.0,2,1
4,2,49,4.0,18.0,0.0,657649,0.0,0.0,2,2
4,2,28,1.0,21.0,163099.0,657649,45.0,2.0,3,2
4,1,16,0.0,0.0,0.0,657649,0.0,0.0,2,2
4,1,69,0.0,0.0,0.0,0,0.0,0.0,2,2
4,1,43,0.0,0.0,520954.0,964675,70.0,2.0,3,2
4,2,36,2.0,24.0,443721.0,964675,40.0,2.0,3,2
4,2,11,0.0,0.0,0.0,964675,0.0,0.0,1,2
4,2,4,0.0,0.0,0.0,964675,0.0,0.0,1,7
4,1,29,0.0,0.0,552248.0,552248,80.0,2.0,3,1
4,2,31,2.0,24.0,0.0,552248,0.0,0.0,3,2
4,2,6,0.0,0.0,0.0,552248,0.0,0.0,1,7
4,2,1,0.0,0.0,0.0,552248,0.0,0.0,1,7
4,1,56,0.0,0.0,696033.0,1853646,60.0,2.0,2,2
4,2,56,3.0,24.0,1157613.0,1853646,45.0,1.0,3,1
4,1,25,0.0,0.0,0.0,1853646,0.0,0.0,3,2
4,1,52,0.0,0.0,410200.0,630000,40.0,2.0,2,1
4,2,51,1.0,21.0,0.0,630000,0.0,0.0,2,1
4,2,27,1.0,20.0,219800.0,630000,50.0,2.0,2,1
4,1,6,0.0,0.0,0.0,630000,0.0,0.0,1,7
4,1,44,0.0,0.0,252770.0,252770,45.0,2.0,2,1
4,2,79,5.0,20.0,0.0,252770,0.0,0.0,1,1
