region,sexo,edad,s5,s6,yoprcor,yoprcorh,o10,o27,e6a,e6b
4,1,47,0.0,0.0,380000.0,910000,70.0,2.0,3,2.0
4,2,46,2.0,17.0,0.0,910000,0.0,0.0,2,4.0
4,1,27,0.0,0.0,250000.0,910000,45.0,2.0,2,4.0
4,1,29,0.0,0.0,30000.0,910000,10.0,2.0,3,2.0
4,1,24,0.0,0.0,250000.0,910000,45.0,2.0,2,4.0
4,2,82,2.0,21.0,0.0,910000,0.0,0.0,1,6.0
4,2,27,1.0,19.0,0.0,910000,0.0,0.0,2,4.0
4,2,2,0.0,0.0,0.0,910000,0.0,0.0,1,0.0
4,1,34,0.0,0.0,200000.0,200000,45.0,2.0,1,8.0
4,2,32,3.0,22.0,0.0,200000,0.0,0.0,2,4.0
4,1,10,0.0,0.0,0.0,200000,0.0,0.0,1,5.0
4,1,5,0.0,0.0,0.0,200000,0.0,0.0,1,0.0
4,2,2,0.0,0.0,0.0,200000,0.0,0.0,1,0.0
4,1,46,0.0,0.0,290000.0,290000,45.0,2.0,2,4.0
4,2,38,2.0,20.0,0.0,290000,0.0,0.0,2,4.0
4,1,18,0.0,0.0,0.0,290000,0.0,0.0,2,4.0
4,1,4,0.0,0.0,0.0,290000,0.0,0.0,1,0.0
4,2,46,4.0,17.0,200000.0,680000,45.0,2.0,2,4.0
4,1,24,0.0,0.0,240000.0,680000,50.0,2.0,2,4.0
4,1,29,0.0,0.0,240000.0,680000,50.0,2.0,2,4.0
4,1,23,0.0,0.0,220000.0,440000,45.0,2.0,3,2.0
4,2,22,0.0,0.0,220000.0,440000,45.0,2.0,3,2.0
4,1,72,0.0,0.0,300000.0,689728,45.0,2.0,1,4.0
4,2,42,2.0,23.0,220418.0,689728,40.0,2.0,3,4.0
4,1,29,0.0,0.0,169310.0,689728,20.0,2.0,3,2.0
4,1,8,0.0,0.0,0.0,689728,0.0,0.0,1,2.0
4,2,19,0.0,0.0,0.0,689728,0.0,0.0,2,4.0
4,1,82,0.0,0.0,0.0,450000,0.0,0.0,1,6.0
4,2,85,8.0,20.0,0.0,450000,0.0,0.0,2,4.0
4,2,42,0.0,0.0,450000.0,450000,44.0,2.0,3,4.0
4,1,72,0.0,0.0,0.0,460000,0.0,0.0,2,6.0
4,1,49,0.0,0.0,240000.0,460000,30.0,2.0,2,2.0
4,1,44,0.0,0.0,0.0,460000,40.0,2.0,2,4.0
4,1,38,0.0,0.0,0.0,460000,40.0,2.0,2,3.0
4,2,40,2.0,17.0,220000.0,460000,45.0,2.0,1,8.0
4,1,36,0.0,0.0,230000.0,580000,44.0,2.0,3,6.0
4,1,42,0.0,0.0,0.0,580000,44.0,2.0,2,4.0
4,1,30,0.0,0.0,350000.0,580000,44.0,2.0,2,4.0
4,1,53,0.0,0.0,950000.0,950000,44.0,2.0,4,7.0
4,2,50,3.0,20.0,0.0,950000,0.0,0.0,2,4.0
4,1,30,0.0,0.0,0.0,950000,0.0,0.0,3,5.0
4,2,20,0.0,0.0,0.0,950000,0.0,0.0,3,1.0
4,1,13,0.0,0.0,0.0,950000,0.0,0.0,1,6.0
4,2,82,6.0,16.0,0.0,0,0.0,0.0,1,4.0
4,2,47,1.0,29.0,2400000.0,2508000,44.0,2.0,3,6.0
4,2,18,0.0,0.0,108000.0,2508000,20.0,2.0,3,1.0
4,1,37,0.0,0.0,500000.0,1200000,30.0,2.0,4,7.0
4,2,24,1.0,24.0,400000.0,1200000,30.0,2.0,3,4.0
4,1,32,0.0,0.0,300000.0,1200000,110.0,2.0,3,3.0
4,2,0,0.0,0.0,0.0,1200000,0.0,0.0,1,0.0
4,2,83,8.0,27.0,0.0,0,0.0,0.0,1,3.0
4,2,44,1.0,42.0,0.0,0,84.0,2.0,2,4.0
4,1,5,0.0,0.0,0.0,0,0.0,0.0,1,0.0
4,2,39,3.0,26.0,166000.0,166000,10.0,2.0,2,4.0
4,2,63,1.0,23.0,0.0,166000,0.0,0.0,2,4.0
4,1,13,0.0,0.0,0.0,166000,0.0,0.0,1,7.0
4,1,7,0.0,0.0,0.0,166000,0.0,0.0,1,1.0
