region,sexo,edad,s5,s6,yoprcor,yoprcorh,o10,o27,e6a,e6b
14,1,57,0.0,0.0,2400000.0,3250000,40.0,1.0,3,6.0
14,2,36,3.0,25.0,850000.0,3250000,14.0,2.0,3,5.0
14,1,11,0.0,0.0,0.0,3250000,0.0,0.0,1,6.0
14,2,9,0.0,0.0,0.0,3250000,0.0,0.0,1,4.0
14,2,4,0.0,0.0,0.0,3250000,0.0,0.0,1,0.0
14,1,70,0.0,0.0,0.0,0,0.0,0.0,4,8.0
14,2,70,2.0,26.0,0.0,0,0.0,0.0,3,6.0
14,1,72,0.0,0.0,1000000.0,1300000,40.0,2.0,3,5.0
14,2,59,2.0,30.0,300000.0,1300000,74.0,2.0,3,5.0
14,1,25,0.0,0.0,0.0,1300000,0.0,0.0,3,6.0
14,2,90,3.0,31.0,0.0,0,0.0,0.0,2,6.0
14,2,26,0.0,0.0,0.0,0,0.0,0.0,3,4.0
14,1,57,0.0,0.0,300800.0,1860800,45.0,2.0,2,4.0
14,2,54,3.0,19.0,150000.0,1860800,45.0,2.0,2,4.0
14,1,34,0.0,0.0,1200000.0,1860800,45.0,2.0,3,3.0
14,1,31,0.0,0.0,210000.0,1860800,45.0,2.0,2,4.0
14,2,55,3.0,23.0,0.0,510000,0.0,0.0,2,4.0
14,1,39,0.0,0.0,300000.0,510000,45.0,2.0,3,5.0
14,2,22,0.0,0.0,210000.0,510000,45.0,2.0,2,4.0
14,1,19,0.0,0.0,0.0,510000,0.0,0.0,2,4.0
14,1,61,0.0,0.0,1200000.0,2150000,44.0,2.0,3,6.0
14,2,58,3.0,25.0,950000.0,2150000,38.0,2.0,3,4.0
14,2,63,4.0,21.0,0.0,250000,0.0,0.0,2,4.0
14,2,30,1.0,28.0,250000.0,250000,45.0,2.0,3,5.0
14,1,2,0.0,0.0,0.0,250000,0.0,0.0,1,0.0
14,1,93,0.0,0.0,2500000.0,4350000,44.0,2.0,3,5.0
14,2,52,4.0,19.0,0.0,4350000,0.0,0.0,2,3.0
14,2,28,0.0,0.0,1500000.0,4350000,44.0,2.0,3,6.0
14,1,24,0.0,0.0,350000.0,4350000,44.0,2.0,3,5.0
14,2,23,0.0,0.0,0.0,4350000,0.0,0.0,3,3.0
14,2,50,2.0,27.0,210000.0,360000,45.0,2.0,3,4.0
