region,sexo,edad,s7,s8,ytrabaj,ytrabhaj,o10,o27,e6a,folio,ecivil,pco2,nv
5,1,49,0.0,0.0,393442.0,403442,40.0,2.0,2,51011001011.0,1,1,30
5,2,47,3.0,22.0,10000.0,403442,0.0,0.0,2,51011001011.0,1,2,28
5,1,24,0.0,0.0,0.0,403442,0.0,0.0,3,51011001011.0,7,3,99
5,1,21,0.0,0.0,0.0,403442,0.0,0.0,3,51011001011.0,7,3,99
5,2,19,0.0,0.0,0.0,403442,0.0,0.0,3,51011001011.0,7,3,99
5,1,56,0.0,0.0,197820.0,425569,48.0,2.0,2,51011001031.0,1,1,53
5,2,28,0.0,0.0,161809.0,425569,999.0,2.0,2,51011001031.0,7,3,99
5,2,46,3.0,19.0,65940.0,425569,48.0,2.0,1,51011001031.0,1,2,22
5,2,20,1.0,17.0,0.0,425569,0.0,0.0,2,51011001031.0,7,1,17
5,1,24,0.0,0.0,0.0,425569,0.0,0.0,2,51011001031.0,7,3,99
5,1,3,0.0,0.0,0.0,425569,0.0,0.0,1,51011001031.0,7,4,99
5,2,50,3.0,21.0,250023.0,250023,45.0,2.0,3,51011001051.0,4,1,32
5,2,20,0.0,0.0,0.0,250023,0.0,0.0,3,51011001051.0,7,4,99
5,2,18,0.0,0.0,0.0,250023,0.0,0.0,3,51011001051.0,7,4,99
5,1,77,0.0,0.0,0.0,0,0.0,0.0,2,51011001101.0,1,1,99
5,2,73,0.0,0.0,0.0,0,0.0,0.0,1,51011001101.0,1,2,99
5,2,77,3.0,21.0,0.0,0,0.0,0.0,2,51011001111.0,6,1,99
5,1,50,0.0,0.0,3150467.0,4220067,999.0,2.0,3,51011001121.0,1,1,26
5,2,52,2.0,25.0,0.0,4220067,0.0,0.0,3,51011001121.0,1,2,28
5,2,25,0.0,0.0,410200.0,4220067,5.0,2.0,3,51011001121.0,7,3,99
5,2,24,0.0,0.0,659400.0,4220067,45.0,2.0,3,51011001121.0,7,3,99
5,1,34,0.0,0.0,445095.0,445095,40.0,2.0,2,51011001131.0,1,1,24
5,2,32,2.0,18.0,0.0,445095,0.0,0.0,2,51011001131.0,1,2,22
5,2,13,0.0,0.0,0.0,445095,0.0,0.0,1,51011001131.0,7,3,99
5,2,10,0.0,0.0,0.0,445095,0.0,0.0,1,51011001131.0,7,3,99
5,1,46,0.0,0.0,922950.0,1553960,50.0,2.0,3,51011001141.0,1,1,43
5,2,40,2.0,33.0,631010.0,1553960,40.0,2.0,3,51011001141.0,1,2,37
5,2,6,0.0,0.0,0.0,1553960,0.0,0.0,1,51011001141.0,7,3,99
5,1,3,0.0,0.0,0.0,1553960,0.0,0.0,1,51011001141.0,7,3,99
5,1,54,0.0,0.0,373660.0,648410,55.0,2.0,1,51011001161.0,1,1,46
