region,sexo,edad,s5,s6,yoprcor,yoprcorh,o10,o27,e6a,e6b
12,1,64,0.0,0.0,0.0,600000,0.0,0.0,3,4.0
12,2,28,0.0,0.0,600000.0,600000,45.0,2.0,3,5.0
12,1,55,0.0,0.0,0.0,0,0.0,0.0,3,4.0
12,1,19,0.0,0.0,0.0,0,0.0,0.0,3,1.0
12,2,53,2.0,34.0,0.0,0,0.0,0.0,3,3.0
12,2,15,0.0,0.0,0.0,0,0.0,0.0,2,2.0
12,1,58,0.0,0.0,400000.0,400000,52.0,2.0,2,4.0
12,2,58,3.0,24.0,0.0,400000,0.0,0.0,2,1.0
12,1,14,0.0,0.0,0.0,400000,0.0,0.0,1,8.0
12,1,38,0.0,0.0,362000.0,561524,70.0,2.0,2,4.0
12,2,41,2.0,17.0,199524.0,561524,45.0,2.0,2,3.0
12,1,24,0.0,0.0,0.0,561524,0.0,0.0,3,2.0
12,1,16,0.0,0.0,0.0,561524,0.0,0.0,2,3.0
12,1,58,0.0,0.0,0.0,0,0.0,0.0,3,4.0
12,2,24,0.0,0.0,0.0,0,0.0,0.0,1,0.0
12,2,60,4.0,28.0,0.0,0,0.0,0.0,2,1.0
12,1,58,0.0,0.0,490000.0,490000,45.0,2.0,2,4.0
12,1,59,0.0,0.0,0.0,0,0.0,0.0,2,4.0
12,2,49,1.0,24.0,0.0,0,0.0,0.0,1,8.0
12,2,25,0.0,0.0,0.0,0,0.0,0.0,3,3.0
12,1,27,0.0,0.0,536000.0,536000,56.0,2.0,3,5.0
12,2,33,1.0,23.0,0.0,536000,0.0,0.0,3,6.0
12,2,10,0.0,0.0,0.0,536000,0.0,0.0,1,3.0
12,1,42,0.0,0.0,900000.0,900000,80.0,2.0,3,4.0
12,2,38,2.0,21.0,0.0,900000,0.0,0.0,2,4.0
12,1,17,0.0,0.0,0.0,900000,0.0,0.0,2,4.0
12,2,10,0.0,0.0,0.0,900000,0.0,0.0,1,4.0
12,1,56,0.0,0.0,700000.0,700000,43.0,2.0,2,4.0
12,2,57,2.0,27.0,0.0,700000,0.0,0.0,2,4.0
12,2,23,0.0,0.0,0.0,700000,0.0,0.0,1,8.0
12,1,55,0.0,0.0,400000.0,1110000,45.0,2.0,3,5.0
12,2,50,2.0,25.0,710000.0,1110000,45.0,2.0,3,5.0
12,1,25,0.0,0.0,0.0,1110000,0.0,0.0,3,6.0
12,2,15,0.0,0.0,0.0,1110000,0.0,0.0,2,2.0
12,2,40,1.0,27.0,800000.0,800000,45.0,2.0,3,4.0
12,2,13,0.0,0.0,0.0,800000,0.0,0.0,1,8.0
12,1,46,0.0,0.0,1500000.0,2050000,52.0,2.0,3,3.0
12,2,44,1.0,33.0,550000.0,2050000,45.0,2.0,3,3.0
12,2,11,0.0,0.0,0.0,2050000,0.0,0.0,1,5.0
12,2,56,2.0,26.0,0.0,0,0.0,0.0,2,3.0
12,1,54,0.0,0.0,0.0,0,0.0,0.0,3,3.0
12,2,24,0.0,0.0,0.0,0,0.0,0.0,3,3.0
12,2,81,4.0,24.0,0.0,0,0.0,0.0,2,6.0
12,1,62,0.0,0.0,620000.0,1240000,8.0,2.0,2,4.0
12,1,26,0.0,0.0,0.0,1240000,0.0,0.0,3,4.0
12,2,55,1.0,29.0,620000.0,1240000,3.0,2.0,3,5.0
12,1,43,0.0,0.0,70000.0,470000,44.0,2.0,3,2.0
12,2,37,4.0,99.0,400000.0,470000,44.0,2.0,3,2.0
12,1,21,0.0,0.0,0.0,470000,0.0,0.0,3,4.0
12,1,19,0.0,0.0,0.0,470000,0.0,0.0,3,2.0
12,1,12,0.0,0.0,0.0,470000,0.0,0.0,1,6.0
12,2,10,0.0,0.0,0.0,470000,0.0,0.0,1,4.0
12,2,30,1.0,28.0,409000.0,1031778,84.0,2.0,3,3.0
12,1,31,0.0,0.0,622778.0,1031778,45.0,2.0,2,4.0
12,2,2,0.0,0.0,0.0,1031778,0.0,0.0,1,0.0
12,1,73,0.0,0.0,0.0,0,0.0,0.0,2,4.0
12,2,68,4.0,22.0,0.0,0,0.0,0.0,2,4.0
12,1,47,0.0,0.0,1324837.0,1324837,50.0,2.0,3,5.0
12,2,43,3.0,20.0,0.0,1324837,0.0,0.0,3,5.0
12,1,23,0.0,0.0,0.0,1324837,0.0,0.0,3,5.0
12,2,18,0.0,0.0,0.0,1324837,0.0,0.0,2,4.0
12,1,15,0.0,0.0,0.0,1324837,0.0,0.0,1,8.0
12,1,49,0.0,0.0,280000.0,280000,25.0,1.0,3,6.0
12,1,70,0.0,0.0,600000.0,600000,0.0,2.0,1,6.0
12,2,67,2.0,24.0,0.0,600000,0.0,0.0,2,6.0
12,2,49,3.0,26.0,0.0,700000,0.0,0.0,3,3.0
12,1,49,0.0,0.0,700000.0,700000,52.0,2.0,3,4.0
12,1,20,0.0,0.0,0.0,700000,0.0,0.0,3,3.0
12,2,23,0.0,0.0,0.0,700000,0.0,0.0,3,5.0
12,2,16,0.0,0.0,0.0,700000,0.0,0.0,2,3.0
12,1,68,0.0,0.0,2000000.0,2324116,45.0,2.0,3,6.0
12,2,100,1.0,32.0,0.0,2324116,0.0,0.0,2,6.0
12,2,56,3.0,20.0,324116.0,2324116,20.0,2.0,3,3.0
12,2,38,2.0,32.0,700000.0,1510881,42.0,2.0,3,5.0
12,1,37,0.0,0.0,810881.0,1510881,45.0,2.0,3,4.0
12,1,3,0.0,0.0,0.0,1510881,0.0,0.0,1,0.0
12,2,6,0.0,0.0,0.0,1510881,0.0,0.0,1,0.0
12,1,41,0.0,0.0,800000.0,1400000,45.0,1.0,3,5.0
12,2,34,2.0,23.0,600000.0,1400000,45.0,2.0,3,5.0
12,1,11,0.0,0.0,0.0,1400000,0.0,0.0,1,6.0
