region,sexo,edad,s7,s8,ytrabaj,ytrabhaj,o10,o27,e6a,e6b
12,1,56,0.0,0.0,512750.0,512750,60.0,2.0,2,1
12,2,55,3.0,27.0,0.0,512750,0.0,0.0,1,1
12,1,27,0.0,0.0,0.0,512750,0.0,0.0,3,2
12,1,58,0.0,0.0,329700.0,329700,45.0,2.0,2,1
12,2,48,2.0,22.0,0.0,329700,0.0,0.0,2,1
12,2,22,0.0,0.0,0.0,329700,0.0,0.0,3,2
12,2,70,0.0,0.0,55377.0,55377,4.0,2.0,2,1
12,1,57,0.0,0.0,659400.0,1871586,56.0,2.0,2,1
12,2,54,2.0,36.0,1212186.0,1871586,43.0,2.0,3,1
12,1,17,0.0,0.0,0.0,1871586,0.0,0.0,2,2
12,2,14,0.0,0.0,0.0,1871586,0.0,0.0,2,2
12,2,30,2.0,21.0,416705.0,729920,1.0,2.0,2,1
12,1,30,0.0,0.0,313215.0,729920,45.0,2.0,2,1
12,1,9,0.0,0.0,0.0,729920,0.0,0.0,1,2
12,2,0,0.0,0.0,0.0,729920,0.0,0.0,1,7
12,2,26,1.0,22.0,0.0,0,0.0,0.0,3,2
12,1,3,0.0,0.0,0.0,0,0.0,0.0,1,7
12,2,28,0.0,0.0,168514.0,168514,30.0,2.0,3,2
12,2,50,2.0,25.0,335195.0,335195,30.0,2.0,2,1
12,2,39,3.0,26.0,0.0,0,0.0,0.0,3,1
12,1,11,0.0,0.0,0.0,0,0.0,0.0,1,2
12,2,11,0.0,0.0,0.0,0,0.0,0.0,1,2
12,1,5,0.0,0.0,0.0,0,0.0,0.0,1,7
12,1,51,0.0,0.0,0.0,0,0.0,0.0,3,1
12,2,52,2.0,25.0,0.0,0,0.0,0.0,3,1
12,1,25,0.0,0.0,0.0,0,0.0,0.0,3,2
12,1,20,0.0,0.0,0.0,0,0.0,0.0,3,2
12,1,33,0.0,0.0,772048.0,772048,44.0,2.0,3,1
12,2,31,0.0,0.0,0.0,772048,0.0,0.0,3,2
12,1,56,0.0,0.0,659400.0,659400,40.0,2.0,3,1
12,2,55,4.0,23.0,0.0,659400,0.0,0.0,3,1
12,2,18,0.0,0.0,0.0,659400,0.0,0.0,2,1
12,1,55,0.0,0.0,717850.0,1137302,60.0,2.0,2,1
12,2,54,3.0,21.0,0.0,1137302,0.0,0.0,2,1
12,1,25,0.0,0.0,419452.0,1137302,50.0,2.0,3,1
12,1,22,0.0,0.0,0.0,1137302,0.0,0.0,3,2
12,1,38,0.0,0.0,813260.0,813260,80.0,2.0,3,1
12,2,38,2.0,25.0,0.0,813260,0.0,0.0,3,1
12,1,12,0.0,0.0,0.0,813260,0.0,0.0,1,2
12,2,10,0.0,0.0,0.0,813260,0.0,0.0,1,2
12,1,56,0.0,0.0,574280.0,574280,12.0,2.0,3,1
12,1,18,0.0,0.0,0.0,574280,0.0,0.0,2,2
12,2,14,0.0,0.0,0.0,574280,0.0,0.0,1,2
12,1,57,0.0,0.0,1208900.0,1208900,56.0,2.0,2,1
12,2,50,2.0,22.0,0.0,1208900,0.0,0.0,2,1
12,1,37,0.0,0.0,242695.0,657752,44.0,2.0,3,1
12,2,43,0.0,0.0,415057.0,657752,26.0,2.0,3,1
12,1,29,0.0,0.0,653996.0,851816,40.0,1.0,3,1
12,2,33,1.0,26.0,197820.0,851816,40.0,2.0,3,1
12,2,7,0.0,0.0,0.0,851816,0.0,0.0,1,2
12,1,55,0.0,0.0,1300000.0,1300000,0.0,0.0,3,1
12,2,49,3.0,19.0,0.0,1300000,0.0,0.0,2,2
12,2,13,0.0,0.0,0.0,1300000,0.0,0.0,1,2
12,1,55,0.0,0.0,533260.0,533260,45.0,2.0,3,1
12,2,42,3.0,19.0,0.0,533260,0.0,0.0,3,2
12,1,22,0.0,0.0,0.0,533260,0.0,0.0,3,2
12,1,17,0.0,0.0,0.0,533260,0.0,0.0,2,2
12,1,3,0.0,0.0,0.0,533260,0.0,0.0,1,7
12,2,55,2.0,24.0,61530.0,282245,25.0,2.0,2,2
12,1,56,0.0,0.0,220715.0,282245,45.0,2.0,2,1
12,1,17,0.0,0.0,0.0,282245,0.0,0.0,2,2
12,2,24,0.0,0.0,41020.0,41020,4.0,1.0,3,2
12,2,21,0.0,0.0,0.0,0,0.0,0.0,3,2
12,1,22,0.0,0.0,0.0,0,0.0,0.0,3,2
12,1,60,0.0,0.0,1230600.0,1435700,48.0,2.0,2,2
12,2,50,0.0,0.0,0.0,1435700,0.0,0.0,3,2
12,2,27,1.0,25.0,205100.0,1435700,25.0,2.0,3,1
12,2,2,0.0,0.0,0.0,1435700,0.0,0.0,1,7
